报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
无形资产摊销(万元),,29,,51,37,23,,42,32,11,40,38,18,
长期待摊费用摊销(万元),,84,,63,33,24,,14,10,3,3,,,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,-20,-9,2,40,4,15,
固定资产报废损失(万元),,3,,5,5,4,,0,0,,,,,
公允价值变动损失(万元),,,,,,143,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,-20,,-88,-138,176,,541,366,98,-371,-248,-19,
投资损失(万元),,-311,,217,217,,,,,,,,,
递延所得税资产减少(万元),,62,,-101,-24,28,,-54,8,20,-19,-4,-75,
递延所得税负债增加(万元),,,,,,,,,,,,,,
存货的减少(万元),,-406,,632,-418,1592,,-984,-1079,1132,-1715,112,196,
经营性应收项目的减少(万元),,9588,,-2766,3036,8719,,-1847,4543,2028,-9001,4585,-8457,
经营性应付项目的增加(万元),,-1392,,652,2050,-4423,,-401,-671,-2621,4030,-1516,4095,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,,,,-13,-6,,822,822,,181,,,
经营活动产生现金流量净额(万元),,14254,,13121,14195,10810,,9227,10133,2973,631,9600,4624,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),20104,22709,24074,19545,21286,18241,15883,12434,14431,18939,7557,14600,3713,
现金的期初余额(万元),19545,19545,19545,12434,12434,12434,12434,7557,7557,7557,14600,3713,662,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),559,3164,4529,7111,8852,5807,,4877,6874,11382,-7044,10887,3051,

