报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,10288,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),466518,253676,533910,387991,174537,435763,143712,194858,179687,353695,
投资活动产生的现金流量净额(万元),-22644,-1426,-3308,-33837,-2093,136,1013,9164,2399,-15949,
吸收投资收到的现金(万元),12150,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,
取得借款收到的现金(万元),,,,,,7090,2000,27280,66229,116351,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,105,105,105,183,183,35,,,
筹资活动现金流入小计(万元),12150,0,105,105,105,7273,2183,27315,66229,116351,
偿还债务支付的现金(万元),,,5009,5009,5000,19009,17000,45919,80530,113339,
分配股利、利润或偿付利息所支付的现金(万元),,,3587,1831,7,3772,146,2596,3560,6412,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,,,
筹资活动现金流出小计(万元),0,0,8596,6840,5007,22781,17146,52490,88197,122863,
筹资活动产生的现金流量净额(万元),12150,0,-8491,-6735,-4902,-15508,-14963,-25175,-21967,-6511,
汇率变动对现金及现金等价物的影响(万元),65,65,200,170,27,544,456,-643,459,333,
现金及现金等价物净增加额(万元),37864,45742,-10464,-13312,27080,29929,26468,-3078,381,-8516,
加:期初现金及现金等价物余额(万元),27405,27405,37869,37869,37869,7940,7940,11018,10637,19153,
期末现金及现金等价物余额(万元),65269,73147,27405,24556,64948,37869,34408,7940,11018,10637,
净利润(万元),,8649,16927,,7969,,,,,,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,-2,-39,,-10,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,2023,4100,,2152,,,,,,
无形资产摊销(万元),,127,277,,138,,,,,,
长期待摊费用摊销(万元),,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,0,-3,,0,,,,,,
固定资产报废损失(万元),,3,202,,2,,,,,,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,-324,-754,,-444,,,,,,
投资损失(万元),,-566,-1006,,-347,,,,,,
递延所得税资产减少(万元),,,,,,,,,,,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),,26325,-15231,,22676,,,,,,
经营性应收项目的减少(万元),,10372,-3284,,4437,,,,,,
经营性应付项目的增加(万元),,115,-97,,-2215,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,,,
经营活动产生现金流量净额(万元),,47103,1136,,34047,,,,,,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),65269,73147,27405,24556,64948,37869,34408,7940,11018,10637,
现金的期初余额(万元),27405,27405,37869,37869,37869,7940,7940,11018,10637,19153,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),37864,45742,-10464,-13312,27080,29929,26468,-3078,381,-8516,

