报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
经营性应收项目的减少(万元),,-1336,,-3598,,-2224,,-9862,,-5505,,-2228,-4864,-4101,
经营性应付项目的增加(万元),,270,,-807,,348,,1386,,444,,356,-140,1987,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,
其他(万元),,30,,-3,,15,,2,,68,,-447,706,-221,
经营活动产生现金流量净额(万元),,1181,,627,,-931,,913,,-1484,,3566,899,1379,
债务转为资本(万元),,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,
现金的期末余额(万元),14555,17024,33268,23370,8889,4556,20874,4193,778,4678,1368,6433,1061,466,
现金的期初余额(万元),23370,23370,23370,4193,4193,4193,4193,6433,6433,6433,6433,1061,466,972,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-8815,-6346,9897,19177,4695,363,16681,-2240,,-1755,-5066,5372,596,-506,

