报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
现金及现金等价物净增加额(万元),6239,-11559,5694,-1001,-6871,16102,-8735,9566,
加:期初现金及现金等价物余额(万元),25340,25340,19647,19647,19647,3545,12280,2714,
期末现金及现金等价物余额(万元),31579,13781,25340,18646,12776,19647,3545,12280,
净利润(万元),,3639,11035,,2442,6207,2859,348,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,772,915,,295,456,693,295,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1050,1679,,833,1146,655,480,
无形资产摊销(万元),,195,324,,140,182,150,59,
长期待摊费用摊销(万元),,43,39,,8,86,46,23,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-7,17,,15,17,30,4,
固定资产报废损失(万元),,,,,,,,,
公允价值变动损失(万元),,-34,,,320,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,416,735,,404,408,116,52,
投资损失(万元),,,-30,,46,-49,-115,-97,
递延所得税资产减少(万元),,-323,-194,,-256,-238,-88,-162,
递延所得税负债增加(万元),,5,,,,,,,
存货的减少(万元),,-12312,-2487,,-4765,-6294,-8934,-4858,
经营性应收项目的减少(万元),,-26472,-55,,-3881,10947,-19566,-3740,
经营性应付项目的增加(万元),,23799,7785,,-1701,3035,24032,1287,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,,,,,66,1084,1182,
经营活动产生现金流量净额(万元),,-9229,19762,,-6099,15969,960,-5127,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),31579,13781,25340,18646,12776,19647,3545,12280,
现金的期初余额(万元),25340,25340,19647,19647,19647,3545,12280,2714,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),6239,-11559,5694,-1001,-6871,16102,-8735,9566,

