报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
经营活动产生的现金流量净额(万元),-72881,-64845,-64120,12677,-8039,-22317,-53860,-44716,-82987,-68988,-16028,-12803,-67890,-80232,-60218,22,-34097,-15399,-50938,17789,-7647,-3294,2801,
收回投资所收到的现金(万元),0,0,,124125,,,,,,,,,,,,,,,,,,,23,
取得投资收益所收到的现金(万元),79,37,14,419,51,23,31,,0,0,,,0,0,,,,,,,,,5,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,10,2,50,11,1,0,272,28,27,1,48,6,5,1,13,8,2,2,18,12,8,11,
处置子公司及其他营业单位收到的现金净额(万元),196,0,,,,,,,,,,1049,,,,-30,-30,-30,,1547,,,,
收到的其他与投资活动有关的现金(万元),0,0,343,,,,0,,,,,,,,,,,,,,,,30,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),288,47,359,124594,61,24,32,272,28,27,1,1097,6,5,1,-17,-22,-28,2,1565,12,8,69,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),13792,10561,3319,13388,6653,3473,1083,8423,5629,4124,2028,11016,8913,6509,2050,4228,3165,2008,1124,8514,13750,8552,3405,
投资所支付的现金(万元),0,0,560,122618,0,1500,2576,50,5,2240,,,,,,,,,,169,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),3128,2778,,27706,19571,3404,,20350,23104,10079,,,,,,,,,,6,3300,606,903,
支付的其他与投资活动有关的现金(万元),0,0,212,127,,,,,,,,,,,85,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),16920,13338,4091,163840,26224,8377,3659,28824,28738,16444,2028,11016,8913,6509,2136,4228,3165,2008,1124,8689,17050,9157,4308,
投资活动产生的现金流量净额(万元),-16632,-13291,-3732,-39246,-26162,-8353,-3627,-28552,-28709,-16417,-2027,-9919,-8907,-6503,-2134,-4245,-3187,-2036,-1121,-7124,-17038,-9149,-4239,
吸收投资收到的现金(万元),619,355,50,1770,1325,449,747,220,100,100,100,54148,54130,54130,54130,18,18,18,9,132,74,,1500,
其中：子公司吸收少数股东投资收到的现金(万元),619,355,50,1770,1325,449,747,220,100,,,,,,,18,18,18,,132,74,,,
取得借款收到的现金(万元),382280,273027,155703,355297,285424,195622,106044,255029,211556,153487,72082,277879,238620,190291,114195,307653,238291,173216,109831,286881,271250,157994,62289,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),3211,2211,1462,3621,4468,4438,,8554,,,,1141,1141,1141,1141,,,,,,,500,600,
筹资活动现金流入小计(万元),386110,275594,157215,360688,291217,200508,106791,263803,211656,153587,72182,333168,293891,245562,169466,307671,238309,173234,109840,287013,271323,158494,64389,
偿还债务支付的现金(万元),289495,190736,97553,313715,237935,145474,67756,172227,94549,65440,51035,304800,224862,156940,95767,304915,223274,158925,84520,265940,233513,130588,55181,
分配股利、利润或偿付利息所支付的现金(万元),14628,10640,3221,17702,14387,10976,3075,9900,7425,5209,1087,9227,7336,5931,1602,9520,7337,5749,3761,9385,5805,3749,4008,
其中：子公司支付给少数股东的股利、利润(万元),28,0,,,3387,3387,,69,69,69,,73,73,73,,50,,,,,,,,
支付其他与筹资活动有关的现金(万元),4864,3765,2471,8724,19485,13845,0,4601,,,10,1116,687,635,384,,,,,,1400,,,
筹资活动现金流出小计(万元),308987,205141,103245,340141,271807,170295,70832,186728,101973,70649,52132,315143,232885,163506,97754,314435,230611,164674,88281,275325,240718,134337,59189,
筹资活动产生的现金流量净额(万元),77123,70452,53970,20546,19410,30213,35959,77075,109683,82938,20050,18025,61006,82056,71712,-6764,7698,8560,21559,11688,30605,24157,5199,
汇率变动对现金及现金等价物的影响(万元),58,13,-0,59,88,27,-46,-56,-52,-28,-4,54,21,17,-4,42,23,8,,23,-18,-2,-0,
现金及现金等价物净增加额(万元),-12332,-7670,-13883,-5964,-14703,-429,-21574,3750,-2065,-2495,1991,-4643,-15770,-4662,9356,-10945,-29563,-8867,-30501,22376,5903,11711,3761,
加:期初现金及现金等价物余额(万元),40757,38770,42930,44733,44733,44733,44733,40983,40983,40983,40983,45625,45625,45625,45625,56571,56571,56571,56571,34195,28292,16581,12808,
期末现金及现金等价物余额(万元),28425,31100,29047,38770,30030,44304,23159,44733,38918,38488,42974,40983,29855,40963,54982,45625,27008,47704,26070,56571,34195,28292,16569,
净利润(万元),,12204,,18458,,8592,,14501,,6795,,11677,,5535,,11521,7769,5469,,11097,10912,9138,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,1597,,1109,,1845,,898,,547,,850,,988,,354,365,211,,323,316,249,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1795,,3183,,1500,,2364,,1061,,1970,,956,,1853,1390,929,,1586,1012,720,,
无形资产摊销(万元),,233,,299,,139,,189,,94,,187,,94,,180,134,89,,163,67,53,,
长期待摊费用摊销(万元),,647,,1289,,559,,735,,292,,474,,249,,361,260,172,,257,199,183,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,5,,24,,4,,-176,,1,,-10,,-3,,-3,-1,0,,-5,-1,-1,,
固定资产报废损失(万元),,,,10,,,,0,,,,,,,,0,0,0,,0,1,0,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,7456,,11798,,6767,,7496,,2622,,6420,,3236,,7894,6064,4098,,7614,5900,3837,,
投资损失(万元),,-32,,-80,,-25,,,,,,240,,,,38,38,38,,-153,,,,
递延所得税资产减少(万元),,-252,,23,,-669,,-826,,-373,,-733,,-277,,-333,-402,-241,,-133,-146,-147,,
递延所得税负债增加(万元),,,,619,,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,-24262,,-14549,,-9432,,-17442,,-32044,,-18425,,-38158,,-4669,-4979,2746,,-7087,-3837,-20182,,
经营性应收项目的减少(万元),,-70943,,-17530,,-33311,,-40824,,-57728,,4542,,-27081,,-20607,-41435,-22586,,-13710,-27203,-47935,,
经营性应付项目的增加(万元),,6708,,8024,,1712,,-11631,,9746,,-19995,,-25770,,3434,-3299,-6325,,17836,5134,50791,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-64845,,12677,,-22317,,-44716,,-68988,,-12803,,-80232,,22,-34097,-15399,,17789,-7647,-3294,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),28425,31100,29047,38770,30030,44304,23159,44733,38918,38488,42974,40983,29855,40963,54982,45625,27008,47704,26070,56571,34195,28292,16569,
现金的期初余额(万元),40757,38770,42930,44733,44733,44733,44733,40983,40983,40983,40983,45625,45625,45625,45625,56571,56571,56571,56571,34195,28292,16581,12808,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-12332,-7670,-13883,-5964,-14703,-429,-21574,3750,-2065,-2495,1991,-4643,-15770,-4662,9356,-10945,-29563,-8867,-30501,22376,5903,11711,3761,

