报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
偿还债务支付的现金(万元),25882,11398,8497,22843,12529,2940,2940,18052,5935,1622,2354,4272,921,4265,2027,
分配股利、利润或偿付利息所支付的现金(万元),6091,5391,221,3502,3141,3005,40,3329,3232,3114,47,112,5703,92,140,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,742,742,,170,99,69,,160,,,,
筹资活动现金流出小计(万元),31973,16789,8718,26345,16412,6687,2981,21550,9266,4804,2401,4544,6623,4357,2167,
筹资活动产生的现金流量净额(万元),22642,3872,-1407,13996,20642,16222,-2981,22644,7099,-678,-2401,5671,-6623,-50,-717,
汇率变动对现金及现金等价物的影响(万元),249,34,-303,-607,-258,-476,-902,-686,-368,-228,-96,295,236,0,-23,
现金及现金等价物净增加额(万元),-1976,6874,9492,-28375,-28866,-22302,-21881,32885,-485,-6136,-2863,3954,9076,1623,-3145,
加:期初现金及现金等价物余额(万元),21926,19917,19917,48292,48292,48292,48292,15406,15406,15406,15406,11452,2376,754,3899,
期末现金及现金等价物余额(万元),19950,26791,29409,19917,19425,25990,26411,48292,14921,9270,12544,15406,11452,2376,754,
净利润(万元),,6217,,12127,,5370,,9567,8334,3377,,4805,12705,13287,,
少数股东损益(万元),,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,
资产减值准备(万元),,66,,1088,,683,,618,947,346,,506,178,-4,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1141,,1597,,820,,1272,955,613,,928,575,409,,
无形资产摊销(万元),,164,,159,,49,,82,62,42,,74,30,22,,
长期待摊费用摊销(万元),,,,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,8,,29,,20,,18,19,19,,37,-2,0,,
固定资产报废损失(万元),,,,0,,,,0,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,
财务费用(万元),,308,,1396,,1197,,852,538,333,,-161,-233,92,,
投资损失(万元),,-35,,-691,,-392,,-110,-61,-46,,-42,-481,-62,,
递延所得税资产减少(万元),,263,,-879,,-136,,-207,-264,-140,,-281,-156,-3,,
递延所得税负债增加(万元),,65,,-35,,,,,,,,,,,,
存货的减少(万元),,670,,527,,-13989,,-14448,-19377,-18740,,-198,1022,-5586,,
经营性应收项目的减少(万元),,6646,,-16086,,-11402,,-3091,-18178,-6954,,-5124,-2041,-1452,,
经营性应付项目的增加(万元),,-2989,,-6957,,13216,,23363,26549,17145,,824,-5113,10618,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,
其他(万元),,2618,,764,,-2188,,-2688,-260,36,,1752,68,-75,,
经营活动产生现金流量净额(万元),,15140,,-6962,,-6754,,15228,-737,-3969,,3120,6551,17245,,
债务转为资本(万元),,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,
现金的期末余额(万元),19950,26791,29409,19917,19425,25990,26411,48292,14921,9270,12544,15406,11452,2376,754,
现金的期初余额(万元),21926,19917,19917,48292,48292,48292,48292,15406,15406,15406,15406,11452,2376,754,3899,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-1976,6874,9492,-28375,-28866,-22302,-21881,32885,-485,-6136,-2863,3954,9076,1623,-3145,

