报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,
取得借款收到的现金(万元),,,,310,300,300,300,,1000,,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,900,8010,
筹资活动现金流入小计(万元),36335,0,0,310,300,300,300,7654,1900,10260,
偿还债务支付的现金(万元),,,,200,,,,,1000,500,
分配股利、利润或偿付利息所支付的现金(万元),82,82,73,42,4,4,,1901,1017,10,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,136,,,,90,1005,11936,
筹资活动现金流出小计(万元),82,82,73,378,4,4,0,1991,3022,12447,
筹资活动产生的现金流量净额(万元),36253,-82,-73,-68,296,296,300,5663,-1122,-2187,
汇率变动对现金及现金等价物的影响(万元),,,,-0,,-0,-0,,,,
现金及现金等价物净增加额(万元),25617,-7060,-2860,14625,5606,7639,-3981,5875,4666,-46,
加:期初现金及现金等价物余额(万元),26342,26342,26342,11716,11716,11716,11716,5842,1176,1222,
期末现金及现金等价物余额(万元),51958,19282,23482,26342,17323,19356,7735,11716,5842,1176,
净利润(万元),,,,8467,,,,,,,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,,,339,,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,,720,,,,,,,
无形资产摊销(万元),,,,155,,,,,,,
长期待摊费用摊销(万元),,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,9,,,,,,,
固定资产报废损失(万元),,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,,,30,,,,,,,
投资损失(万元),,,,-315,,,,,,,
递延所得税资产减少(万元),,,,3,,,,,,,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),,,,1128,,,,,,,
经营性应收项目的减少(万元),,,,-841,,,,,,,
经营性应付项目的增加(万元),,,,655,,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,,,
经营活动产生现金流量净额(万元),,,,10351,,,,,,,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),51958,19282,23482,26342,17323,19356,7735,11716,5842,1176,
现金的期初余额(万元),26342,26342,26342,11716,11716,11716,11716,5842,1176,1222,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),25617,-7060,-2860,14625,5606,7639,-3981,5875,4666,-46,

