报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,18839,19838,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),49108,14846,40548,30649,20750,42119,68487,31567,
投资活动产生的现金流量净额(万元),-24225,-5668,-12967,-10419,-7871,5821,-2261,-9986,
吸收投资收到的现金(万元),36217,,,2000,,2280,8792,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,
取得借款收到的现金(万元),,,2000,,2000,7000,,,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),365,,,,,500,12300,2420,
筹资活动现金流入小计(万元),36582,0,2000,2000,2000,9780,21092,2420,
偿还债务支付的现金(万元),,,2000,2000,2000,7000,,,
分配股利、利润或偿付利息所支付的现金(万元),,,29,29,29,10637,2500,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,
支付其他与筹资活动有关的现金(万元),,107,333,123,123,6263,25657,2420,
筹资活动现金流出小计(万元),0,107,2362,2152,2152,23900,28157,2420,
筹资活动产生的现金流量净额(万元),36582,-107,-362,-152,-152,-14120,-7065,0,
汇率变动对现金及现金等价物的影响(万元),-2,2,1,-2,-0,-0,,,
现金及现金等价物净增加额(万元),16911,-2059,29,-162,-557,1950,322,-80,
加:期初现金及现金等价物余额(万元),2725,2725,2697,2697,2697,747,425,505,
期末现金及现金等价物余额(万元),19636,667,2725,2535,2140,2697,747,425,
净利润(万元),,2171,7806,,3214,10214,10663,8697,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,57,84,,93,40,2,156,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1175,2023,,1031,1915,1854,1783,
无形资产摊销(万元),,189,354,,160,189,130,119,
长期待摊费用摊销(万元),,10,56,,42,23,28,16,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,5,6,,-0,-374,44,10,
固定资产报废损失(万元),,2,8,,2,20,3,3,
公允价值变动损失(万元),,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,,29,,29,81,3,,
投资损失(万元),,-150,-596,,-139,-317,-333,-203,
递延所得税资产减少(万元),,-83,-100,,4,184,238,-99,
递延所得税负债增加(万元),,,,,,57,,,
存货的减少(万元),,298,411,,592,-113,-1281,-599,
经营性应收项目的减少(万元),,710,2671,,3145,356,-2401,-6849,
经营性应付项目的增加(万元),,-620,732,,-554,-2287,699,6872,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,,,,,260,,,
经营活动产生现金流量净额(万元),,3715,13356,,7466,10248,9648,9906,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),19636,667,2725,2535,2140,2697,747,425,
现金的期初余额(万元),2725,2725,2697,2697,2697,747,425,505,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),16911,-2059,29,-162,-557,1950,322,-80,

