报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
现金及现金等价物净增加额(万元),19626,3747,4775,-24593,562,6376,6767,-1081,6050,
加:期初现金及现金等价物余额(万元),31440,31440,26665,26665,26665,20289,13522,14604,8554,
期末现金及现金等价物余额(万元),51066,35187,31440,2072,27227,26665,20289,13522,14604,
净利润(万元),,7751,14066,,,,,,,
少数股东损益(万元),,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,
资产减值准备(万元),,367,1701,,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1748,3194,,,,,,,
无形资产摊销(万元),,154,272,,,,,,,
长期待摊费用摊销(万元),,18,39,,,,,,,
待摊费用的减少(万元),,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-57,-53,,,,,,,
固定资产报废损失(万元),,,,,,,,,,
公允价值变动损失(万元),,-2,5,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,
预计负债(万元),,,,,,,,,,
财务费用(万元),,11,-13,,,,,,,
投资损失(万元),,-852,-1371,,,,,,,
递延所得税资产减少(万元),,-10,-143,,,,,,,
递延所得税负债增加(万元),,-8,-8,,,,,,,
存货的减少(万元),,-1890,-1891,,,,,,,
经营性应收项目的减少(万元),,-2299,-2786,,,,,,,
经营性应付项目的增加(万元),,-373,782,,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,
其他(万元),,28,-16,,,,,,,
经营活动产生现金流量净额(万元),,4586,13778,,,,,,,
债务转为资本(万元),,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,
现金的期末余额(万元),51066,35187,31440,2072,27227,26665,20289,13522,14604,
现金的期初余额(万元),31440,31440,26665,26665,26665,20289,13522,14604,8554,
现金等价物的期末余额(万元),,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,
现金及现金等价物的净增加额(万元),19626,3747,4775,-24593,562,6376,6767,-1081,6050,

