报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
经营性应付项目的增加(万元),8009,-251,7392,1716,232,5328,16023,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),175,137,127,175,63,21,,,,,
经营活动产生现金流量净额(万元),8057,4423,9709,-683,-2666,8680,13721,,,,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),20558,17395,18293,8480,7740,15373,12980,6753,3338,4070,
现金的期初余额(万元),18293,18293,15373,15373,15373,12980,6704,3338,4070,2152,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),2266,-897,2919,-6893,-7633,2393,6276,3416,-732,1918,

