报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
偿还债务支付的现金(万元),106434,66311,124120,67609,48056,104951,105754,106197,
分配股利、利润或偿付利息所支付的现金(万元),2759,1868,3648,1940,1556,2623,2077,2302,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,
支付其他与筹资活动有关的现金(万元),930,930,687,16,,11730,4526,29033,
筹资活动现金流出小计(万元),110123,69109,128455,69566,49612,119304,112358,137532,
筹资活动产生的现金流量净额(万元),-9340,4926,22388,15243,13589,24708,-4159,-6054,
汇率变动对现金及现金等价物的影响(万元),138,-51,-537,-465,-317,-353,-18,-4,
现金及现金等价物净增加额(万元),-3509,2729,-473,-1169,-3146,4839,-2436,2238,
加:期初现金及现金等价物余额(万元),5967,5967,6440,6440,6440,1601,4037,1799,
期末现金及现金等价物余额(万元),2458,8696,5967,5270,3294,6440,1601,4037,
净利润(万元),,16663,19925,,5970,,,,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,-118,787,,565,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,4395,8102,,4021,,,,
无形资产摊销(万元),,65,125,,62,,,,
长期待摊费用摊销(万元),,8,24,,17,,,,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,
固定资产报废损失(万元),,,1,,,,,,
公允价值变动损失(万元),,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,1844,3579,,1347,,,,
投资损失(万元),,-0,-22,,-18,,,,
递延所得税资产减少(万元),,10,-100,,-154,,,,
递延所得税负债增加(万元),,25,47,,99,,,,
存货的减少(万元),,-13054,-1288,,-5624,,,,
经营性应收项目的减少(万元),,-1940,-34986,,-17505,,,,
经营性应付项目的增加(万元),,-3002,13708,,7640,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,,,,,,,,
经营活动产生现金流量净额(万元),,4896,9902,,-3579,,,,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),2458,8696,5967,5270,3294,6440,1601,4037,
现金的期初余额(万元),5967,5967,6440,6440,6440,1601,4037,1799,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),-3509,2729,-473,-1169,-3146,4839,-2436,2238,

