报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
现金及现金等价物净增加额(万元),12156,42304,6759,-5435,10104,12156,21250,12184,7757,-5899,5431,2884,
加:期初现金及现金等价物余额(万元),14067,14067,14067,19502,19502,19502,19502,7318,7318,13217,7786,4902,
期末现金及现金等价物余额(万元),26223,56371,20827,14067,29607,31658,40752,19502,15075,7318,13217,7786,
净利润(万元),,6818,,21585,,10287,,26146,,,,,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,352,,886,,700,,691,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1327,,2429,,1147,,1851,,,,,
无形资产摊销(万元),,157,,183,,43,,81,,,,,
长期待摊费用摊销(万元),,230,,146,,73,,48,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,1,,-17,,1,,-3,,,,,
固定资产报废损失(万元),,,,,,0,,0,,,,,
公允价值变动损失(万元),,,,,,0,,18,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,-513,,-277,,-2,,12,,,,,
投资损失(万元),,-229,,-569,,-336,,-701,,,,,
递延所得税资产减少(万元),,-34,,-61,,-72,,156,,,,,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,1988,,-5356,,-2021,,-1830,,,,,
经营性应收项目的减少(万元),,-2361,,-11978,,-7373,,-3282,,,,,
经营性应付项目的增加(万元),,-4744,,9850,,2342,,5601,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,4,,165,,216,,-69,,,,,
经营活动产生现金流量净额(万元),,3174,,16987,,5005,,28720,,,,,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),26223,56371,20827,14067,29607,31658,40752,19502,15075,7318,13217,7786,
现金的期初余额(万元),14067,14067,14067,19502,19502,19502,19502,7318,7318,13217,7786,4902,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),12156,42304,6759,-5435,10104,12156,21250,12184,7757,-5899,5431,2884,

