报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
投资损失(万元),,-812,356,,-374,389,,,,,,
递延所得税资产减少(万元),,151,91,,349,-289,,,,,,
递延所得税负债增加(万元),,336,-198,,233,-11,,,,,,
存货的减少(万元),,-414,368,,-423,-635,,,,,,
经营性应收项目的减少(万元),,-121832,78700,,-131967,452513,,,,,,
经营性应付项目的增加(万元),,86100,-108654,,-26444,-263946,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,
其他(万元),,26,87,,-32,2,,,,,,
经营活动产生现金流量净额(万元),,-30851,-16437,,-142510,211148,,,,,,
债务转为资本(万元),,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,
现金的期末余额(万元),81388,22620,58852,75238,94975,247327,103159,52664,135620,50980,106499,
现金的期初余额(万元),91513,58852,94975,116804,247327,36987,52664,135620,50980,106499,98232,
现金等价物的期末余额(万元),,24140,25685,,17322,20858,,,,,,
现金等价物的期初余额(万元),,25685,17322,,20858,15677,,,,,,
现金及现金等价物的净增加额(万元),-10126,-37777,-27761,-41566,-155887,215520,50495,-82956,84640,-55519,8267,

