报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2017-12-31,2016-12-31,
待摊费用的减少(万元),,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,1,,-3,38,3,,7,-0,17,14,
固定资产报废损失(万元),,,,,,,,,,,,
公允价值变动损失(万元),,-1528,,-7766,-7962,-7681,,-8703,-6382,13960,16890,
递延收益增加(减：减少)(万元),,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,
财务费用(万元),,17837,,48672,38908,35219,,65795,47773,44009,91309,
投资损失(万元),,-3897,,-7618,-9419,-5137,,-12744,-7570,-23376,-32856,
递延所得税资产减少(万元),,478,,-908,,,,-682,,-2117,-3062,
递延所得税负债增加(万元),,,,,7843,1271,,,3894,,,
存货的减少(万元),,,,,,,,,,,,
经营性应收项目的减少(万元),,-423280,,383813,305613,20889,,314493,195020,-561842,71718,
经营性应付项目的增加(万元),,521721,,525322,354334,382822,,-356942,37704,-134492,-636089,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,
其他(万元),,-119,,,,,,,,,,
经营活动产生现金流量净额(万元),,171247,,1032913,767288,487539,,97274,353811,-549919,-378549,
债务转为资本(万元),,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,
现金的期末余额(万元),2695022,2197745,2541410,2047313,2002672,1979125,2084577,1546439,1807841,1513794,1744698,
现金的期初余额(万元),2047313,1344502,2047313,1546439,1546439,1546439,1546439,1513794,1513794,1744698,2305245,
现金等价物的期末余额(万元),,256563,,,,,,,,,,
现金等价物的期初余额(万元),,702811,,,,,,,,,,
现金及现金等价物的净增加额(万元),647709,406995,494096,500875,456233,432686,538138,32644,294047,-230904,-560546,

