报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,46,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),168216,92567,144647,128698,82608,177004,81750,24290,1992,7499,16089,17829,
投资活动产生的现金流量净额(万元),-105499,-40244,-10903,-34701,-1681,482,5500,-10521,-1886,2868,3466,-2130,
吸收投资收到的现金(万元),65179,1,1802,1799,1547,,,17559,17530,618,,,
其中：子公司吸收少数股东投资收到的现金(万元),1,1,1802,1799,1547,,,,,491,,,
取得借款收到的现金(万元),,,,,,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,
筹资活动现金流入小计(万元),65179,1,1802,1799,1547,0,0,17559,17530,618,0,0,
偿还债务支付的现金(万元),,,,,,,,,,,,,
分配股利、利润或偿付利息所支付的现金(万元),6554,6517,6981,6981,6460,4111,4005,3238,3238,1574,578,430,
其中：子公司支付给少数股东的股利、利润(万元),37,,521,521,,117,,,,,,,
支付其他与筹资活动有关的现金(万元),1231,,,,,,,564,,,,,
筹资活动现金流出小计(万元),7785,6517,6981,6981,6460,4111,4005,3802,3238,1574,578,430,
筹资活动产生的现金流量净额(万元),57394,-6516,-5179,-5183,-4913,-4111,-4005,13757,14292,-956,-578,-430,
汇率变动对现金及现金等价物的影响(万元),-10,16,37,19,10,-18,-10,25,-14,6,-5,32,
现金及现金等价物净增加额(万元),-34861,-38383,7283,-36096,-2525,9928,7526,14637,13889,12990,18314,-6,
加:期初现金及现金等价物余额(万元),67371,67371,60088,60088,60088,50160,50160,35522,35474,22483,4169,4175,
期末现金及现金等价物余额(万元),32510,28988,67371,23992,57563,60088,57685,50160,49363,35474,22483,4169,
净利润(万元),,12450,19621,,11580,21064,11574,12844,6438,10201,6409,3221,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,519,3939,,1246,2591,964,1235,696,668,-200,-253,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,271,481,,232,526,229,401,197,428,468,415,
无形资产摊销(万元),,278,581,,272,566,261,426,87,144,104,78,
长期待摊费用摊销(万元),,1010,1095,,361,512,239,468,307,456,698,518,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,-1,20,99,42,40,99,6,
固定资产报废损失(万元),,5,,,,78,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,-16,-37,,-10,18,-3,0,14,-6,5,-32,
投资损失(万元),,61,145,,-96,-985,-592,-477,-3,-257,-238,-165,
递延所得税资产减少(万元),,0,-57,,-12,-12,-1,-15,,,40,6,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,-7131,-10311,,-7157,-19672,-7592,-15419,-7725,-6237,-3108,-1148,
经营性应收项目的减少(万元),,-5172,-6235,,-3920,-2395,-1218,1737,-458,-1764,284,-3059,
经营性应付项目的增加(万元),,6086,13870,,1564,11285,2160,10077,1903,7400,10869,2935,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,8362,23329,,4059,13574,6041,11376,1498,11072,15431,2522,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),32510,28988,67371,23992,57563,60088,57685,50160,49363,35474,22483,4169,
现金的期初余额(万元),67371,67371,60088,60088,60088,50160,50160,35522,35474,22483,4169,4175,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-34861,-38383,7283,-36096,-2525,9928,7526,14637,13889,12990,18314,-6,

