报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
收到其他与筹资活动有关的现金(万元),,,,4750,4750,4750,11125,12883,6219,4930,
筹资活动现金流入小计(万元),240169,114070,37570,83650,62850,47850,20725,94240,26519,21103,
偿还债务支付的现金(万元),62899,41908,11757,52085,38951,35250,675,24870,16000,17000,
分配股利、利润或偿付利息所支付的现金(万元),2910,1814,1054,3107,1289,1261,221,14140,1579,1684,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),4657,2496,1638,6832,5106,3672,,12595,2474,170,
筹资活动现金流出小计(万元),70466,46218,14449,62024,45345,40183,895,51605,20053,18854,
筹资活动产生的现金流量净额(万元),169703,67852,23121,21626,17505,7667,19830,42635,6466,2249,
汇率变动对现金及现金等价物的影响(万元),8,12,-8,4,12,1,-7,6,-105,,
现金及现金等价物净增加额(万元),-22429,-5639,-44068,23614,-21859,6280,-15865,31025,2922,-873,
加:期初现金及现金等价物余额(万元),59017,59017,59017,35404,35403,35404,35404,4378,1456,2329,
期末现金及现金等价物余额(万元),36589,53378,14949,59017,13544,41684,19539,35404,4378,1456,
净利润(万元),,,6117,33335,,14657,7753,25127,26263,20857,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,,,72,,84,,1050,1972,1367,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,1474,5315,,2663,1271,3787,3024,2092,
无形资产摊销(万元),,,61,243,,122,61,194,172,138,
长期待摊费用摊销(万元),,,24,73,,28,30,47,46,39,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,2,105,,84,,-90,-4,,
固定资产报废损失(万元),,,7,652,,199,,137,272,116,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,,1334,4281,,1931,1045,3041,2105,1441,
投资损失(万元),,,51,241,,121,,8,2,39,
递延所得税资产减少(万元),,,-573,-334,,-848,,-240,-412,-707,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),,,-41541,-20102,,-23752,-49477,-2074,-13664,-17291,
经营性应收项目的减少(万元),,,-37027,-29853,,-29480,1975,-11079,-17540,-16573,
经营性应付项目的增加(万元),,,1179,17406,,38454,3057,-19072,-5073,17300,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,,,
经营活动产生现金流量净额(万元),,,-66489,13105,,6637,-34286,835,-2836,8818,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),36589,53378,14949,59017,13544,41684,19539,35404,4378,1456,
现金的期初余额(万元),59017,59017,59017,35404,35403,35404,35404,4378,1456,2329,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),-22429,-5639,-44068,23614,-21859,6280,-15865,31025,2922,-873,

