报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
其他(万元),,,,-236,,-22,,-208,-724,346,-11,-306,
经营活动产生现金流量净额(万元),,4571,,1895,,-9433,,2140,2574,8887,6734,3461,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),28922,57338,9644,11425,14212,16089,10973,10623,12013,4546,4340,4977,
现金的期初余额(万元),11425,11425,11425,10623,10623,10623,10623,4546,4546,4340,4977,1099,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),17498,45913,-1781,802,3588,5466,,6077,7467,206,-637,3878,

