报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),43461,17560,51,59307,32596,23091,13,33811,27592,50766,67102,1,11571,0,6,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1706,1619,560,8208,6943,6075,5749,446,468,1739,448,6,1091,1164,3203,
投资所支付的现金(万元),43337,17500,,59000,32500,23000,,33579,27475,50510,66804,,11471,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),45043,19119,560,67208,39443,29075,5749,34025,27943,52249,67252,6,12562,1164,3203,
投资活动产生的现金流量净额(万元),-1582,-1560,-509,-7901,-6847,-5983,-5737,-214,-352,-1482,-150,-5,-991,-1164,-3197,
吸收投资收到的现金(万元),38380,38380,,,,,,,,,,,6000,,7000,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,39,,775,1894,1450,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,33463,,,,,,,,,,,,,
筹资活动现金流入小计(万元),38380,38380,33463,0,0,0,0,0,0,0,39,0,6775,1894,8450,
偿还债务支付的现金(万元),,,,,,,,,,39,,,2061,2058,700,
分配股利、利润或偿付利息所支付的现金(万元),,,,,,,,,,2,986,,76,202,43,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),6773,6773,127,,,,,,,,,,,634,864,
筹资活动现金流出小计(万元),6773,6773,127,0,0,0,0,0,0,41,986,0,2137,2894,1607,
筹资活动产生的现金流量净额(万元),31607,31607,33336,0,0,0,0,0,0,-41,-946,0,4638,-1000,6843,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),21862,22595,28937,3758,-3828,-3887,-4311,2012,400,3355,3220,419,6363,1465,4466,
加:期初现金及现金等价物余额(万元),24733,24733,25151,20975,20975,20975,21191,18963,18963,15607,12387,12387,6024,4559,93,
期末现金及现金等价物余额(万元),46595,47328,54088,24733,17147,17088,16881,20975,19363,18963,15607,12806,12387,6024,4559,
净利润(万元),,4330,,11443,,5494,,6540,,6874,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,
资产减值准备(万元),,1134,,1205,,616,,561,,1845,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,347,,678,,326,,615,,593,,,,,,
无形资产摊销(万元),,7,,15,,7,,15,,18,,,,,,
长期待摊费用摊销(万元),,16,,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,0,,8,,0,,0,,52,,,,,,
固定资产报废损失(万元),,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,
财务费用(万元),,,,,,,,,,2,,,,,,
投资损失(万元),,-219,,-292,,-90,,-133,,-164,,,,,,
递延所得税资产减少(万元),,33,,-552,,-113,,-172,,-687,,,,,,
递延所得税负债增加(万元),,89,,,,,,,,,,,,,,
存货的减少(万元),,-2558,,-131,,-1361,,-2792,,-1346,,,,,,
经营性应收项目的减少(万元),,-6130,,-8994,,-4325,,-4354,,-6108,,,,,,
经营性应付项目的增加(万元),,-4425,,8481,,1644,,2163,,3800,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,
其他(万元),,-77,,-202,,-102,,-216,,,,,,,,
经营活动产生现金流量净额(万元),,-7452,,11659,,2097,,2226,,4879,,,,,,
债务转为资本(万元),,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,
现金的期末余额(万元),46595,47328,54088,24733,17147,17088,16881,20975,19363,18963,15607,12806,12387,6024,4559,
现金的期初余额(万元),24733,24733,25151,20975,20975,20975,21191,18963,18963,15607,12387,12387,6024,4559,93,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),21862,22595,28937,3758,-3828,-3887,,2012,400,3355,3220,419,6363,1465,4466,

