报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
固定资产报废损失(万元),,35,,,,,,368,169,,
公允价值变动损失(万元),,14209,,,,,,-8182,7722,67424,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,76920,,,,,,217248,142951,119008,
投资损失(万元),,-54042,,,,,,-168148,-110611,-58573,
递延所得税资产减少(万元),,4684,,,,,,-26712,10173,13057,
递延所得税负债增加(万元),,-276,,,,,,17597,-11333,85,
存货的减少(万元),,,,,,,,,,,
经营性应收项目的减少(万元),,-299549,,,,,,1063983,-2331502,846414,
经营性应付项目的增加(万元),,749072,,,,,,666525,-1313715,-1490510,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,,,
经营活动产生现金流量净额(万元),,633981,,,,,,760404,-2904099,-232174,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),4268928,4633849,4234388,3699430,3909774,4294410,4255419,3081327,3357143,4390392,
现金的期初余额(万元),3699430,3699430,3699430,3081327,3081327,3081327,3076701,3357143,4390392,5491441,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),569498,934419,534959,618102,828447,1213083,1178718,-275816,-1033248,-1101049,

