报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
现金及现金等价物净增加额(万元),65139,-2339,8580,-3326,-1711,18295,277,25,
加:期初现金及现金等价物余额(万元),27251,27251,18670,18670,18670,375,98,73,
期末现金及现金等价物余额(万元),92390,24911,27251,15344,16959,18670,375,98,
净利润(万元),,7254,13785,,6276,16783,13839,4840,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,296,22,,71,139,636,286,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,2045,3839,,1836,2604,1297,696,
无形资产摊销(万元),,66,115,,47,39,28,11,
长期待摊费用摊销(万元),,58,113,,55,92,75,22,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-47,51,,13,35,26,171,
固定资产报废损失(万元),,,,,,,,,
公允价值变动损失(万元),,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,65,16,,-11,186,80,113,
投资损失(万元),,,,,,,,,
递延所得税资产减少(万元),,-48,-304,,-6,221,-221,-296,
递延所得税负债增加(万元),,,,,,,,,
存货的减少(万元),,-1113,-971,,-1379,1448,-2524,-1337,
经营性应收项目的减少(万元),,-4394,3747,,4796,-16303,-20783,-5103,
经营性应付项目的增加(万元),,1575,1187,,-3540,7534,11188,-1349,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,,,,,1874,,,
经营活动产生现金流量净额(万元),,5758,21600,,8158,14652,3640,-1947,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),92390,24911,27251,15344,16959,18670,375,98,
现金的期初余额(万元),27251,27251,18670,18670,18670,375,98,73,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),65139,-2339,8580,-3326,-1711,18295,277,25,

