报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
固定资产报废损失(万元),,-4,0,252,,257,,25,233,,,,,
公允价值变动损失(万元),,-33,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,-401,-164,-716,,-350,-166,-135,316,,,,,
投资损失(万元),,,,,,,,-217,,,,,,
递延所得税资产减少(万元),,-2,-199,-333,,-387,-16,-42,25,,,,,
递延所得税负债增加(万元),,,,,,,,,,,,,,
存货的减少(万元),,2018,-755,-2482,,42,-124,-1321,-64,,,,,
经营性应收项目的减少(万元),,660,-7065,-1993,,-281,-313,-1227,-1458,,,,,
经营性应付项目的增加(万元),,1361,1596,-146,,-3547,-0,1490,1077,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,10651,-227,24877,,12115,9041,30120,27446,,,,,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),43502,32487,27835,26235,23702,26689,28406,23275,10741,4780,8965,4370,4020,
现金的期初余额(万元),26235,26235,26235,23275,23275,23275,23275,10741,4780,8965,4370,4020,4199,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),17267,6251,1600,2960,427,3414,5131,12534,5961,-4185,4595,349,-179,

