报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
支付其他与筹资活动有关的现金(万元),58,,522,207,207,,7,,5567,,
筹资活动现金流出小计(万元),4067,4009,19699,7319,208,7533,2522,0,6570,0,
筹资活动产生的现金流量净额(万元),68658,-3009,-5701,-3321,1792,-1533,782,0,7971,0,
汇率变动对现金及现金等价物的影响(万元),16,10,-8,-0,,,,,,,
现金及现金等价物净增加额(万元),69826,-946,1965,-6202,7840,1295,2263,-1126,4905,-76,
加:期初现金及现金等价物余额(万元),10639,10639,8674,8674,8674,7379,5116,5116,211,287,
期末现金及现金等价物余额(万元),80464,9693,10639,2472,16514,8674,7379,3989,5116,211,
净利润(万元),,6954,16262,,5124,,5727,2634,1671,15,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,,152,,-149,,204,-10,182,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,72,141,,64,,69,24,8,0,
无形资产摊销(万元),,9,12,,6,,,,,,
长期待摊费用摊销(万元),,268,509,,190,,25,3,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,0,-0,,-0,,,,,,
固定资产报废损失(万元),,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,6,80,,4,,-4,,4,,
投资损失(万元),,-100,,,,,-63,-28,,,
递延所得税资产减少(万元),,17,-37,,39,,-51,-14,-46,2,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),,839,-5041,,-3953,,215,582,-4621,22,
经营性应收项目的减少(万元),,1790,-5544,,8475,,-6687,634,-3854,22,
经营性应付项目的增加(万元),,-1742,3954,,-2183,,2903,-276,3315,296,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,162,,465,,
经营活动产生现金流量净额(万元),,8049,10487,,7615,,2500,3548,-2875,358,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),80464,9693,10639,2472,16514,8674,7379,3989,5116,211,
现金的期初余额(万元),10639,10639,8674,8674,8674,7379,5116,5116,211,287,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),69826,-946,1965,-6202,7840,1295,2263,-1126,4905,-76,

