报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
筹资活动产生的现金流量净额(万元),34674,34589,37913,-2614,3312,2146,2399,-1942,3765,-648,-3857,4651,
汇率变动对现金及现金等价物的影响(万元),10,60,55,-9,-24,29,-10,-119,29,-1,20,-75,
现金及现金等价物净增加额(万元),-3986,11634,4214,1303,-5860,-5126,-6431,5450,1833,-2346,2735,1758,
加:期初现金及现金等价物余额(万元),9352,9352,9352,8049,8049,8049,8049,2599,2599,4946,2211,453,
期末现金及现金等价物余额(万元),5366,20986,13566,9352,2190,2923,1618,8049,4432,2599,4946,2211,
净利润(万元),,8103,,13580,,6448,,9649,4638,5112,1948,1187,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,18,,542,,9,,-3,220,74,265,300,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1492,,2686,,1282,,2259,1075,1717,1576,1461,
无形资产摊销(万元),,89,,139,,59,,84,40,76,124,151,
长期待摊费用摊销(万元),,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,3,,1,,,,-1,,1,-2,,
固定资产报废损失(万元),,,,,,,,,,,,,
公允价值变动损失(万元),,-97,,-6,,-6,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,67,,868,,376,,925,302,656,1070,1030,
投资损失(万元),,-302,,-30,,-13,,-28,-3,-19,187,-22,
递延所得税资产减少(万元),,7,,-268,,-100,,-55,-32,4,-25,-44,
递延所得税负债增加(万元),,15,,,,1,,,,,,,
存货的减少(万元),,-2084,,-5339,,-4315,,-2983,-281,-4137,2297,-1765,
经营性应收项目的减少(万元),,-13740,,-5520,,-3775,,-1849,-8370,-3248,-12569,-2972,
经营性应付项目的增加(万元),,977,,2123,,1676,,4001,1786,1888,6914,-500,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,57,,57,,,,308,,92,
经营活动产生现金流量净额(万元),,-5369,,8833,,2053,,12000,-624,2433,1785,-1081,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),5366,20986,13566,9352,2190,2923,1618,8049,4432,2599,4946,2211,
现金的期初余额(万元),9352,9352,9352,8049,8049,8049,8049,2599,2599,4946,2211,453,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-3986,11634,4214,1303,-5860,-5126,-6431,5450,1833,-2346,2735,1758,

