报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
取得借款收到的现金(万元),,,,,,,,2200,4500,5500,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,4938,,
筹资活动现金流入小计(万元),0,0,158,131,131,0,0,15700,14000,5500,
偿还债务支付的现金(万元),,,,,,210,10,6490,5200,2300,
分配股利、利润或偿付利息所支付的现金(万元),,,,,,9,6,387,3637,243,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),75,75,250,,,452,270,2821,2291,145,
筹资活动现金流出小计(万元),75,75,250,0,0,671,286,9698,11128,2688,
筹资活动产生的现金流量净额(万元),-75,-75,-92,131,131,-671,-286,6002,2872,2812,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,
现金及现金等价物净增加额(万元),-1467,1436,2856,-563,274,7470,3654,-1881,2269,592,
加:期初现金及现金等价物余额(万元),13127,13127,10271,10271,10271,2802,2802,4683,2414,1823,
期末现金及现金等价物余额(万元),11660,14564,13127,9708,10546,10271,6456,2802,4683,2414,
净利润(万元),5144,4924,8466,2808,3228,8002,3113,827,2785,1779,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),8,8,854,611,557,11,-176,184,433,375,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),289,191,322,230,153,272,130,174,124,111,
无形资产摊销(万元),92,61,111,80,52,97,45,51,36,16,
长期待摊费用摊销(万元),56,37,70,52,33,40,24,48,36,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,-2,,-1,
固定资产报废损失(万元),5,,-15,2,2,9,,7,17,26,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,,,,,9,6,249,384,239,
投资损失(万元),,,,,,-64,-42,-16,,-1,
递延所得税资产减少(万元),-112,-129,-156,-103,-101,-22,15,-37,-65,-62,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),1500,1164,4570,-2226,-459,-1732,-2199,-4035,-4381,-1671,
经营性应收项目的减少(万元),-6140,-5195,-9246,-3553,-5367,-3828,-1327,-4995,-3754,-4747,
经营性应付项目的增加(万元),-2173,-186,-862,3000,3271,2905,1504,1165,2837,588,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,478,,,,,3301,203,262,
经营活动产生现金流量净额(万元),-640,1652,4592,901,1368,5699,1094,-3079,-1347,-3088,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),11660,14564,13127,9708,10546,10271,6456,2802,4683,2414,
现金的期初余额(万元),13127,13127,10271,10271,10271,2802,2802,4683,2414,1823,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),-1467,1436,2856,-563,274,7470,3654,-1881,2269,592,

