报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),10987,6810,14165,7450,5307,2102,2461,4534,
投资所支付的现金(万元),56021,,104,66,82,43,500,,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),67008,6810,14269,7517,5389,2145,2961,4534,
投资活动产生的现金流量净额(万元),-67004,-6806,-14237,-7485,-5357,-1482,-2908,-2947,
吸收投资收到的现金(万元),81891,,,0,,,,9035,
其中：子公司吸收少数股东投资收到的现金(万元),0,,,0,,,,,
取得借款收到的现金(万元),11000,11000,17000,14000,12000,12000,9454,12200,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,6300,
筹资活动现金流入小计(万元),92891,11000,17000,14000,12000,12000,9454,27535,
偿还债务支付的现金(万元),19000,9000,12000,9000,6000,10500,8954,16450,
分配股利、利润或偿付利息所支付的现金(万元),488,323,511,382,263,358,297,488,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,
支付其他与筹资活动有关的现金(万元),6110,35,200,200,200,,,6747,
筹资活动现金流出小计(万元),25598,9359,12711,9582,6463,10858,9251,23686,
筹资活动产生的现金流量净额(万元),67293,1641,4289,4418,5537,1142,203,3849,
汇率变动对现金及现金等价物的影响(万元),6,56,-32,34,-25,14,-9,52,
现金及现金等价物净增加额(万元),6107,436,5156,2044,2407,268,527,3149,
加:期初现金及现金等价物余额(万元),12493,12493,7336,7336,7336,7068,6542,3393,
期末现金及现金等价物余额(万元),18600,12929,12493,9381,9743,7336,7068,6542,
净利润(万元),,6946,16191,,8207,10902,5858,2926,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,398,1692,,1219,811,454,395,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1117,2384,,1309,2684,2301,1820,
无形资产摊销(万元),,48,106,,62,81,81,40,
长期待摊费用摊销(万元),,,,,,,,,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-1,-0,,3,-26,-32,-10,
固定资产报废损失(万元),,15,15,,11,82,81,7,
公允价值变动损失(万元),,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,266,549,,288,346,307,427,
投资损失(万元),,-1,-2,,-1,-11,,,
递延所得税资产减少(万元),,-28,-452,,-196,-593,-123,-127,
递延所得税负债增加(万元),,-19,109,,-9,96,,,
存货的减少(万元),,-9245,3174,,401,-8825,-3069,-4406,
经营性应收项目的减少(万元),,-7441,-22051,,-14631,-9831,-7183,-4307,
经营性应付项目的增加(万元),,13490,13420,,5589,4877,4565,4567,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,,,,,,,,
经营活动产生现金流量净额(万元),,5545,15136,,2252,594,3241,2196,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),18600,12929,12493,9381,9743,7336,7068,6542,
现金的期初余额(万元),12493,12493,7336,7336,7336,7068,6542,3393,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),6107,436,5156,2044,2407,268,527,3149,

