报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
净利润(万元),,-3502,,5452,,1399,,2138,,-311,,3029,,949,81,4264,,,-125,2854,,1716,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,2005,,3822,,1168,,1678,,1032,,1941,,959,455,1568,,,111,390,,1028,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,693,,1289,,651,,994,,496,,876,,415,206,817,,,206,776,,576,,,
无形资产摊销(万元),,454,,498,,187,,105,,19,,38,,19,9,37,,,9,32,,32,,,
长期待摊费用摊销(万元),,18,,31,,10,,4,,2,,3,,1,1,4,,,2,47,,35,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-8,,11,,18,,18,,0,,25,,16,0,39,,,1,39,,1,,,
固定资产报废损失(万元),,34,,57,,,,,,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,1825,,2474,,885,,684,,331,,639,,310,136,574,,,154,677,,436,,,
投资损失(万元),,-450,,-30,,,,,,,,-10,,,,,,,,,,,,,
递延所得税资产减少(万元),,-297,,-794,,-147,,-248,,-155,,-295,,-147,-68,-87,,,3,-81,,-219,,,
递延所得税负债增加(万元),,-76,,-131,,-78,,,,,,,,,,,,,,,,,,,
存货的减少(万元),,1203,,-2535,,-1106,,1189,,801,,-1873,,-218,94,2898,,,-2468,-1277,,-910,,,
经营性应收项目的减少(万元),,-11623,,-24760,,-15521,,-21637,,-15881,,-20746,,-13456,-4626,-23222,,,-1511,-6013,,-12128,,,
经营性应付项目的增加(万元),,-16540,,19490,,-4662,,18888,,51,,11838,,2690,-4363,16658,,,-2206,8709,,6587,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-26264,,4876,,-17197,,3815,,-13613,,-4534,,-8461,-8075,3551,,,-5825,6153,,-2846,,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),16132,14964,22140,38540,23629,18941,11596,32066,14588,13644,18562,30543,19898,7393,5959,12540,3239,5106,3999,11478,1500,7024,7977,6421,
现金的期初余额(万元),38540,38540,38540,32066,32066,32066,32096,30543,30543,30543,30543,12540,12540,12540,12540,11478,11478,11478,11478,7024,7024,7977,6421,3111,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-22408,-23576,-16400,6475,-8436,-13125,-20500,1523,-15955,-16898,-11981,18003,7358,-5147,-6580,1062,-8239,-6371,-7479,4454,-5524,-953,1557,3310,

