报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
经营性应付项目的增加(万元),,-14746,32983,,-13415,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,49,-166,,-92,,,,
经营活动产生现金流量净额(万元),,-67032,-4551,,-32578,,,,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),31141,50150,73361,20130,38065,67457,55307,26602,
现金的期初余额(万元),73361,73361,67457,67457,67457,55307,26602,15932,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),-42220,-23210,5903,-47327,-29392,12150,28706,10670,

