报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),26572,23268,10664,23812,127258,94220,39907,24967,46651,39991,3467,36631,30554,26054,1759,9832,6556,4402,2101,9730,7614,8074,10235,
投资活动产生的现金流量净额(万元),-15923,-7049,-8288,-23041,-11748,-1819,-480,-21648,-14258,-17738,18706,-36263,-30494,-26001,-1734,-9680,-6475,-4324,-2091,-9620,-7575,-8043,-10225,
吸收投资收到的现金(万元),286,49,,60,50,50,50,2161,1381,1249,201,89763,88524,88524,89818,,,,,,,980,,
其中：子公司吸收少数股东投资收到的现金(万元),286,49,,60,50,50,50,2161,1381,,,,,,,,,,,,,980,,
取得借款收到的现金(万元),54647,48296,37436,36314,23500,7000,,7000,7000,,,,,,,18946,15300,10475,,18973,5046,2500,5000,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),212,353,,866,2618,988,1021,4,14,5,13,20540,20343,20390,18876,194,242,5,,72,,20,1311,
筹资活动现金流入小计(万元),55146,48698,37436,37240,26168,8038,1071,9165,8396,1254,214,110303,108867,108914,108694,19141,15542,10480,0,19046,5046,3500,6311,
偿还债务支付的现金(万元),6064,349,,33700,50,,,7000,7000,,,10646,10346,9530,2000,17273,7914,3461,390,14046,4450,3827,5500,
分配股利、利润或偿付利息所支付的现金(万元),4002,3598,6,3735,3519,3515,1,5488,5488,5457,18,3451,3440,3444,124,750,549,227,34,483,194,317,255,
其中：子公司支付给少数股东的股利、利润(万元),120,120,,147,147,147,,98,98,98,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),12252,13465,9414,3558,3126,374,155,1671,2979,533,13,21595,20178,20172,1067,197,154,286,486,500,69,55,,
筹资活动现金流出小计(万元),22318,17412,9420,40993,6695,3889,155,14159,15466,5990,31,35692,33964,33145,3191,18221,8617,3973,910,15029,4713,4200,5755,
筹资活动产生的现金流量净额(万元),32828,31286,28017,-3753,19473,4149,916,-4994,-7071,-4736,184,74611,74903,75769,105503,920,6925,6506,-910,4017,333,-700,556,
汇率变动对现金及现金等价物的影响(万元),135,173,57,-350,-23,50,29,-56,-29,-18,8,4,-4,6,1,2,-6,-9,-2,7,-3,-3,-3,
现金及现金等价物净增加额(万元),-1264,-15012,-12980,-23937,-41916,-43819,-30441,-31121,-65039,-44705,644,62108,34842,42354,93958,5403,-12164,-10771,-13684,-2205,8582,3826,-233,
加:期初现金及现金等价物余额(万元),39838,39838,39838,63775,63775,63775,63775,94896,94896,94896,94896,32789,32789,32789,32789,27386,27386,27386,27386,29591,21010,17184,17417,
期末现金及现金等价物余额(万元),38574,24826,26858,39838,21859,19956,33334,63775,29858,50191,95540,94896,67630,75143,126746,32789,15221,16615,13702,27386,29591,21010,17184,
净利润(万元),,11875,,16922,,2920,,19290,,10499,,25214,,9524,,21133,14209,8017,,21578,22945,18559,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,3371,,3673,,3343,,2937,,3167,,1080,,2052,,1006,2705,2016,,880,720,136,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,3137,,6119,,2918,,4971,,2279,,3511,,1731,,3344,2478,1628,,3008,2731,2095,,
无形资产摊销(万元),,1137,,1890,,802,,1354,,419,,714,,312,,574,440,291,,542,374,225,,
长期待摊费用摊销(万元),,432,,842,,540,,581,,247,,358,,148,,212,154,100,,149,106,30,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,209,,232,,58,,41,,82,,99,,51,,57,58,-10,,26,48,113,,
固定资产报废损失(万元),,2,,23,,11,,13,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,-4,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,395,,375,,47,,83,,,,161,,150,,696,509,275,,563,202,259,,
投资损失(万元),,286,,-270,,-198,,-882,,-238,,-362,,,,,,,,,,,,
递延所得税资产减少(万元),,-725,,-588,,-444,,-331,,-393,,-266,,-408,,-127,-391,-268,,-187,-151,-13,,
递延所得税负债增加(万元),,217,,769,,197,,18,,24,,-11,,-22,,13,15,16,,157,,,,
存货的减少(万元),,-11510,,-20706,,-16512,,-18038,,-12191,,-5318,,-7423,,-4670,-4293,-5149,,-7205,-5927,-8182,,
经营性应收项目的减少(万元),,-59098,,-45042,,-52122,,-34358,,-46038,,-9953,,-31574,,-14920,-39400,-33721,,-18654,-15847,-4290,,
经营性应付项目的增加(万元),,10848,,38970,,12104,,19898,,19931,,8529,,18039,,6842,10906,13861,,2535,10626,3637,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-39423,,3208,,-46199,,-4424,,-22214,,23756,,-7419,,14160,-12609,-12944,,3390,15827,12571,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),38574,24826,26858,39838,21859,19956,33334,63775,29858,50191,95540,94896,67630,75143,126746,32789,15221,16615,13702,27386,29591,21010,17184,
现金的期初余额(万元),39838,39838,39838,63775,63775,63775,63775,94896,94896,94896,94896,32789,32789,32789,32789,27386,27386,27386,27386,29591,21010,17184,17417,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-1264,-15012,-12980,-23937,-41916,-43819,-30441,-31121,-65039,-44705,644,62108,34842,42354,93958,5403,-12164,-10771,-13684,-2205,8582,3826,-233,

