报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
现金及现金等价物净增加额(万元),720,-201,-1594,-1310,-3926,-3490,3268,1704,1909,
加:期初现金及现金等价物余额(万元),2794,2794,4388,4388,8314,8314,5046,3342,1434,
期末现金及现金等价物余额(万元),3514,2592,2794,3078,4388,4824,8314,5046,3342,
净利润(万元),,5785,10571,,11018,4765,11774,11312,13794,
少数股东损益(万元),,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,
资产减值准备(万元),,479,149,,228,422,949,185,151,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1082,2119,,2098,1070,2076,941,891,
无形资产摊销(万元),,90,193,,156,67,118,33,57,
长期待摊费用摊销(万元),,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,-57,,49,-20,6,86,38,
固定资产报废损失(万元),,21,126,,112,102,51,,,
公允价值变动损失(万元),,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,
预计负债(万元),,,,,,,,,,
财务费用(万元),,1,28,,137,64,-120,-129,4,
投资损失(万元),,,,,,,,-948,555,
递延所得税资产减少(万元),,8,-41,,88,46,-58,26,-15,
递延所得税负债增加(万元),,,,,,,,,,
存货的减少(万元),,4131,-5123,,126,733,-873,-10438,-3625,
经营性应收项目的减少(万元),,-9463,-3396,,-14307,-11323,-9502,2118,-3875,
经营性应付项目的增加(万元),,-1587,-1142,,3719,6212,-5721,1811,-1770,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,
其他(万元),,-114,-228,,-228,-114,1010,-59,-39,
经营活动产生现金流量净额(万元),,433,3198,,3195,2024,-291,4940,6165,
债务转为资本(万元),,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,
现金的期末余额(万元),3514,2592,2794,3078,4388,4824,8314,5046,3342,
现金的期初余额(万元),2794,2794,4388,4388,8314,8314,5046,3342,1434,
现金等价物的期末余额(万元),,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,
现金及现金等价物的净增加额(万元),720,-201,-1594,-1310,-3926,-3490,3268,1704,1909,

