报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),2751,1701,2237,1995,1393,8332,2426,1751,1702,636,3671,224,501,
投资活动产生的现金流量净额(万元),-2695,-1645,-2237,-1995,-1393,-8332,-2426,-740,-182,375,-1114,-221,-497,
吸收投资收到的现金(万元),46572,,,,,,,10891,10080,10080,,7125,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,1500,100,400,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,1211,,1211,,,,
筹资活动现金流入小计(万元),46572,0,0,0,0,0,0,12102,10080,11291,1500,7225,400,
偿还债务支付的现金(万元),,,,,,,,1000,,1000,500,100,400,
分配股利、利润或偿付利息所支付的现金(万元),,,,,,2004,,17,13,17,30,2,12,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),243,,,,,25,25,,,,1211,,,
筹资活动现金流出小计(万元),243,0,0,0,0,2029,25,1017,13,1017,1741,102,412,
筹资活动产生的现金流量净额(万元),46329,0,0,0,0,-2029,-25,11085,10067,10274,-241,7123,-12,
汇率变动对现金及现金等价物的影响(万元),-13,10,-2,24,-8,18,7,-32,-15,-10,7,32,2,
现金及现金等价物净增加额(万元),49026,-3677,5273,-819,1330,-905,5901,17529,13874,14377,-975,3062,450,
加:期初现金及现金等价物余额(万元),25495,25495,20222,20222,20222,21127,21127,3598,3598,3598,4573,1511,1060,
期末现金及现金等价物余额(万元),74521,21818,25495,19403,21551,20222,27028,21127,17472,17975,3598,4573,1511,
净利润(万元),,5534,9821,,3743,14142,8194,5228,,2675,3492,1477,1946,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,224,354,,236,247,-17,-157,,-79,470,132,76,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,436,694,,266,153,60,98,,49,93,73,44,
无形资产摊销(万元),,23,34,,16,31,15,8,,0,1,1,1,
长期待摊费用摊销(万元),,20,33,,13,,,,,85,155,113,100,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-3,,,,,,1,,0,-3,-2,-3,
固定资产报废损失(万元),,,0,,0,1,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,-10,2,,8,-18,-7,49,,27,-20,-17,93,
投资损失(万元),,,,,,,,-11,,-11,-7,,,
递延所得税资产减少(万元),,-63,-226,,-91,-24,16,27,,12,-70,-20,10,
递延所得税负债增加(万元),,,,,,,,,,,,,,
存货的减少(万元),,-1731,-2726,,253,-6090,-1634,-609,,-284,-570,-1574,-149,
经营性应收项目的减少(万元),,-1457,-6879,,-2583,-3214,604,1897,,2201,-5744,-4643,-1807,
经营性应付项目的增加(万元),,-5015,6405,,869,4210,1114,-1413,,-937,3262,589,647,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,,,,,,,2099,,,-686,,,
经营活动产生现金流量净额(万元),,-2042,7513,,2731,9438,8344,7217,,3737,373,-3873,957,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),74521,21818,25495,19403,21551,20222,27028,21127,17472,17975,3598,4573,1511,
现金的期初余额(万元),25495,25495,20222,20222,20222,21127,21127,3598,3598,3598,4573,1511,1060,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),49026,-3677,5273,-819,1330,-905,5901,17529,13874,14377,-975,3062,450,

