报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
递延所得税资产减少(万元),,436,-2279,,-1586,-934,-223,,,,
递延所得税负债增加(万元),,2767,3624,,-518,152,-1274,,,,
存货的减少(万元),,,,,,,,,,,
经营性应收项目的减少(万元),,-726351,-78612,,-445672,-41203,86038,,,,
经营性应付项目的增加(万元),,440232,592486,,2717,-92561,-163385,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,,,
经营活动产生现金流量净额(万元),,-238024,-780993,,-419932,-148474,125184,,,,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),557692,638527,396485,379719,460948,523339,724999,744155,388053,318690,
现金的期初余额(万元),396485,396485,523339,523339,523339,724999,748101,388053,318690,240792,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),161206,242042,-126854,-143620,-62392,-201660,-23102,356101,69363,77898,

