报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
收到的其他与投资活动有关的现金(万元),,,291,,,3623,,5140,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),69967,63971,29494,158891,18338,15296,10941,12367,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),17382,12803,19608,13960,11238,11428,25045,42825,
投资所支付的现金(万元),72460,63860,27416,159422,22600,12600,11870,7000,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,2590,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),89842,76663,47023,173382,33838,24028,36915,52415,
投资活动产生的现金流量净额(万元),-19875,-12692,-17530,-14490,-15500,-8732,-25973,-40048,
吸收投资收到的现金(万元),1722,1722,1375,1250,550,,3000,12981,
其中：子公司吸收少数股东投资收到的现金(万元),1722,1722,1375,1250,550,,3000,6450,
取得借款收到的现金(万元),46407,35987,67150,52650,34650,70456,84750,87258,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),10394,4089,4695,,4695,11860,64033,28092,
筹资活动现金流入小计(万元),58523,41798,73220,53900,39895,82316,151783,128331,
偿还债务支付的现金(万元),40150,25150,90100,59800,32100,70681,89763,89880,
分配股利、利润或偿付利息所支付的现金(万元),9884,6185,12813,10143,5006,5081,5573,4869,
其中：子公司支付给少数股东的股利、利润(万元),3000,,6000,4500,,1500,,,
支付其他与筹资活动有关的现金(万元),11165,7566,28553,19713,13988,34261,45510,24200,
筹资活动现金流出小计(万元),61199,38901,131466,89657,51095,110023,140846,118949,
筹资活动产生的现金流量净额(万元),-2676,2898,-58246,-35757,-11200,-27707,10937,9383,
汇率变动对现金及现金等价物的影响(万元),59,4,156,161,-4,-171,34,98,
现金及现金等价物净增加额(万元),4904,4409,5934,13431,3716,9706,3923,-4081,
加:期初现金及现金等价物余额(万元),24887,24887,18953,18953,18953,9247,5324,9405,
期末现金及现金等价物余额(万元),29791,29296,24887,32383,22669,18953,9247,5324,
净利润(万元),,17139,38747,,16312,27311,28300,7849,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,-43,-452,,-32,848,247,132,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,7644,14941,,7453,14665,12663,7847,
无形资产摊销(万元),,276,529,,241,470,369,309,
长期待摊费用摊销(万元),,,,,,,,11,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,4,-5,,-7,1,56,-16,
固定资产报废损失(万元),,,16,,16,,,,
公允价值变动损失(万元),,-6,-4,,339,-525,554,-34,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,1219,4955,,2952,6163,6165,5632,
投资损失(万元),,-96,226,,-27,309,-146,-182,
递延所得税资产减少(万元),,11,153,,35,-61,-93,91,
递延所得税负债增加(万元),,-2,-4,,-2,-4,-9,0,
存货的减少(万元),,-4175,9780,,-9298,-6280,-26326,3998,
经营性应收项目的减少(万元),,-12447,12538,,2242,901,-25237,-6146,
经营性应付项目的增加(万元),,4674,134,,10196,2520,22381,6995,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,,,,,,,,
经营活动产生现金流量净额(万元),,14200,81554,,30419,46317,18925,26485,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),29791,29296,24887,32383,22669,18953,9247,5324,
现金的期初余额(万元),24887,24887,18953,18953,18953,9247,5324,9405,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),4904,4409,5934,13431,3716,9706,3923,-4081,

