报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2017-12-31,2016-12-31,2015-12-31,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,478,,946,,,,,,,,,
无形资产摊销(万元),,130,,262,,,,,,,,,
长期待摊费用摊销(万元),,11,,14,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,0,,-203,,,,,,,,,
固定资产报废损失(万元),,1,,,,,,,,,,,
公允价值变动损失(万元),,,,-92,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,,,70,,,,,,,,,
投资损失(万元),,-573,,-864,,,,,,,,,
递延所得税资产减少(万元),,-4,,12,,,,,,,,,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,3138,,1473,,,,,,,,,
经营性应收项目的减少(万元),,2539,,-5879,,,,,,,,,
经营性应付项目的增加(万元),,-3417,,6375,,,,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,8813,,19377,,,,,,,,,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),86838,98749,25660,30353,31082,27339,28187,20949,21619,22713,40205,23071,
现金的期初余额(万元),30353,30353,30353,20949,22952,20949,20949,22713,22713,40205,23071,38642,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),56485,68396,-4693,9403,8130,6390,7237,-1763,-1094,-17493,17134,-15571,

