报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
投资活动产生的现金流量净额(万元),-967,-1272,-1443,-9073,-5726,-1032,-926,23,1441,3798,-1007,-49377,-47649,-46165,-116,-5367,-4761,-3619,-1703,-13958,-9381,-5533,-4853,
吸收投资收到的现金(万元),,,,,,,,,,,,62371,61550,61550,61550,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,582,582,582,,,,,,1375,1375,1375,,1500,1500,,,7678,4138,5505,5000,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,220,991,891,871,420,300,,,250,178,,70,
筹资活动现金流入小计(万元),0,0,0,582,582,582,0,0,0,0,0,63966,63916,63816,62421,1920,1800,0,0,7928,4316,5505,5070,
偿还债务支付的现金(万元),,,,,582,,,,,,,10725,10725,10725,,2200,2050,50,,2500,2862,5533,,
分配股利、利润或偿付利息所支付的现金(万元),7680,7680,,8017,8000,8000,,6400,6400,5920,,5013,5013,5013,185,3093,2940,2770,181,3001,6206,1736,6587,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,,,,821,821,821,,,,,,,,,,
筹资活动现金流出小计(万元),7680,7680,0,8017,8582,8000,0,6400,6400,5920,0,16559,16559,16559,185,5293,4990,2820,181,5501,9068,7269,6587,
筹资活动产生的现金流量净额(万元),-7680,-7680,0,-7435,-8000,-7418,0,-6400,-6400,-5920,0,47406,47356,47256,62236,-3373,-3190,-2820,-181,2427,-4752,-1764,-1517,
汇率变动对现金及现金等价物的影响(万元),2011,1196,564,1334,1282,200,-653,-1765,-1133,-548,-62,977,259,178,-89,671,472,176,37,110,-112,-16,-103,
现金及现金等价物净增加额(万元),5709,2510,3033,-3213,-8415,-9283,-618,13358,7494,7558,2963,13904,10135,8082,65349,6039,1263,915,1498,-500,-1677,1351,786,
加:期初现金及现金等价物余额(万元),37009,37009,37009,40222,40222,40222,40222,26864,26864,26864,26864,12961,12961,12961,12961,6921,6921,6921,6921,7422,9098,7748,6961,
期末现金及现金等价物余额(万元),42718,39519,40042,37009,31807,30940,39605,40222,34359,34422,29828,26864,23095,21043,78309,12961,8184,7837,8420,6921,7422,9098,7748,
净利润(万元),,8002,,16105,,5747,,16041,,8177,,17616,,7818,,15497,10920,6871,,13955,13422,9765,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,193,,240,,52,,237,,-63,,771,,258,,48,159,35,,493,-24,74,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,3588,,6721,,3248,,5823,,2822,,5058,,2444,,4270,3116,2018,,2478,2032,1757,,
无形资产摊销(万元),,48,,78,,17,,69,,34,,63,,32,,69,53,37,,75,74,69,,
长期待摊费用摊销(万元),,68,,2,,-1,,2,,-1,,1,,,,,,,,3,3,5,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-17,,-64,,-4,,39,,-17,,-2,,5,,32,8,2,,-61,7,32,,
固定资产报废损失(万元),,,,92,,,,,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,-50,,191,,-361,,-57,,,,-93,,61,,165,86,-164,,-48,42,-29,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,-600,,-1318,,-428,,1765,,541,,-867,,213,,22,68,194,,92,317,312,,
投资损失(万元),,-586,,-1224,,-903,,-1474,,-631,,-521,,93,,-48,-84,-79,,68,-561,-71,,
递延所得税资产减少(万元),,-128,,-194,,45,,-42,,126,,-124,,39,,-82,-46,51,,-158,-48,-79,,
递延所得税负债增加(万元),,314,,1214,,-9,,9,,,,,,,,-11,-11,25,,7,-6,4,,
存货的减少(万元),,-3038,,-621,,-2139,,-1350,,-827,,-1881,,8,,-14,-635,-434,,-1755,-1154,-1906,,
经营性应收项目的减少(万元),,-606,,-10412,,-8320,,1070,,1583,,-5938,,-3174,,-6660,-4867,-1126,,-7498,-2215,-4647,,
经营性应付项目的增加(万元),,3078,,1150,,2025,,-631,,-1514,,814,,-983,,819,-27,-251,,3270,679,3376,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,10266,,11960,,-1032,,21500,,10228,,14897,,6813,,14108,8741,7179,,10921,12568,8664,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),42718,39519,40042,37009,31807,30940,39605,40222,34359,34422,29828,26864,23095,21043,78309,12961,8184,7837,8420,6921,7422,9098,7748,
现金的期初余额(万元),37009,37009,37009,40222,40222,40222,40222,26864,26864,26864,26864,12961,12961,12961,12961,6921,6921,6921,6921,7422,9098,7748,6961,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),5709,2510,3033,-3213,-8415,-9283,-618,13358,7494,7558,2963,13904,10135,8082,65349,6039,1263,915,1498,-500,-1677,1351,786,

