报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
长期待摊费用摊销(万元),,,,656,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-4,,,,,,,
固定资产报废损失(万元),,,,269,,,,,,,
公允价值变动损失(万元),,,,49,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,,,1080,,,,,,,
投资损失(万元),,,,72,,,,,,,
递延所得税资产减少(万元),,,,-508,,,,,,,
递延所得税负债增加(万元),,,,-7,,,,,,,
存货的减少(万元),,,,-3172,,,,,,,
经营性应收项目的减少(万元),,,,-7318,,,,,,,
经营性应付项目的增加(万元),,,,11503,,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,
其他(万元),,,,,,,,,,,
经营活动产生现金流量净额(万元),,,,28360,,,,,,,
债务转为资本(万元),,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,
现金的期末余额(万元),57867,26356,23008,37650,19361,21626,25802,27752,25266,17468,
现金的期初余额(万元),37650,37650,37650,27752,27752,27752,27752,25266,17468,9270,
现金等价物的期末余额(万元),,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,
现金及现金等价物的净增加额(万元),20216,-11294,-14643,9899,-8390,-6126,-1950,2486,7798,8198,

