报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
应付账款(万元),12865,10422,,10851,,18059,12976,16919,12744,11891,8126,11732,6364,8280,6410,6327,4728,5812,2938,
预收账款(万元),9878,9978,12698,6145,6565,7279,7794,5684,3419,3341,4255,2413,2752,1781,1350,1405,661,679,40,
卖出回购金融资产款(万元),,,,,,,,,,,,,0,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,0,,,,,,,
应付职工薪酬(万元),5821,5219,5912,21598,4777,5041,4432,17582,4212,4064,3285,16287,4189,3766,10291,6734,4457,2943,1297,
应交税费(万元),1842,1398,1086,4303,2757,3341,1455,2557,3058,2798,2492,4850,4205,3389,5296,4913,2143,1956,1012,
应付利息(万元),,0,,,,,,,,,,,0,,,,,,,
应付股利(万元),,0,,,,,,,,,,,0,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,12035,,13406,13523,17511,17264,16503,16846,8154,1467,1944,2221,2071,1783,658,490,257,146,
预提费用(万元),,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,0,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,0,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,0,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,0,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,0,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,0,,,,,,,
流动负债合计(万元),51971,46552,45935,59946,49802,55570,43921,59245,40279,30248,19624,37226,19731,19287,25131,20038,12478,11645,5431,
长期借款(万元),,,,,,,,,,,,,0,,,,,,,
应付债券(万元),0,0,8759,30226,46370,45724,,,,,,,0,,,,,,,
长期应付款(万元),,,,,,,,,,,,,0,,,,,,,
专项应付款(万元),,300,,300,,,,,,,,,0,,40,110,,5,15,
预计非流动负债(万元),,,,,,,,,,,,,0,,,,,,,
长期递延收益(万元),,,,,,,,,,,,,0,,,,,,,
递延所得税负债(万元),746,770,866,740,600,,,,,,,,0,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,0,,,,,,,
非流动负债合计(万元),1046,1070,9924,31267,46970,45724,0,0,0,0,0,0,0,0,40,110,0,5,15,
负债合计(万元),53017,47623,55859,91213,96773,101294,43921,59245,40279,30248,19624,37226,19731,19287,25171,20148,12478,11650,5446,
实收资本(或股本)(万元),46925,46925,46562,45289,44300,44300,44311,44311,44311,43340,43340,43340,43340,39000,39000,39000,24000,15300,500,
资本公积(万元),123173,122799,114172,88425,67814,67024,65689,64407,63080,47688,53401,53401,53401,2031,2031,2031,2031,2078,,
减:库存股(万元),10043,10080,11427,11427,11427,14819,14989,14989,14989,0,,,0,,,,,,,
专项储备(万元),,,,,,,,,,,,,0,,,,,,,
盈余公积(万元),21109,21109,21109,21109,18533,18533,18533,18533,15962,15962,15962,15962,11397,11397,11397,7685,3856,1364,250,
一般风险准备(万元),,,,,,,,,,,,,0,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,
未分配利润(万元),116961,115419,109023,107763,109701,100461,102281,99249,94820,83351,87972,81002,74776,62420,54475,36142,22429,12277,10652,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),298124,296171,281877,259694,242200,228777,215824,211510,203184,190341,200674,193705,182914,114849,106904,84858,52317,31019,11402,
少数股东权益(万元),,,,0,,,,0,0,0,1768,1486,1103,844,397,,,,,
所有者权益(或股东权益)合计(万元),298124,296171,281877,259694,242200,228777,215824,211510,203184,190341,202443,195191,184017,115693,107301,84858,52317,31019,11402,
负债和所有者权益(或股东权益)总计(万元),351141,343794,337736,350907,338972,330072,259745,270754,243463,220589,222067,232417,203748,134981,132472,105006,64795,42669,16848,		
