报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
应付利息(万元),,,,,,,,,,,,85,
应付股利(万元),,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,
其他应付款(万元),,3180,,,,1384,,424,248,360,176,738,
预提费用(万元),,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,
流动负债合计(万元),14199,13710,19124,18090,10406,7435,6897,3519,3990,4490,5980,5858,
长期借款(万元),,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,
长期递延收益(万元),539,556,572,939,1185,1218,1251,968,817,834,845,1153,
递延所得税负债(万元),89,89,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,
非流动负债合计(万元),628,645,572,939,1185,1218,1251,968,817,834,845,1153,
负债合计(万元),14827,14355,19696,19029,11592,8653,8149,4486,4807,5325,6825,7011,
实收资本(或股本)(万元),8000,8000,8000,6000,6000,6000,6000,6000,6000,6000,1356,1356,
资本公积(万元),48630,48630,48630,19023,19023,19023,19023,19023,19023,19023,6111,5944,
减:库存股(万元),,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,
盈余公积(万元),3199,3199,3199,3199,2054,1401,1401,713,172,172,808,366,
一般风险准备(万元),,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,
未分配利润(万元),34566,32135,29704,27805,17506,15142,11620,5434,2882,1552,7269,3295,
拟分配现金股利(万元),,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,
归属于母公司股东权益合计(万元),94395,91963,89532,56026,44583,41566,38043,31170,28077,26747,15544,10961,
少数股东权益(万元),,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),94395,91963,89532,56026,44583,41566,38043,31170,28077,26747,15544,10961,
负债和所有者权益(或股东权益)总计(万元),109222,106318,109228,75056,56175,50219,46192,35656,32885,32071,22369,17972,		
