报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),2024,2149,2189,1397,1352,1190,1019,315,242,210,80,
其他非流动资产(万元),2995,744,662,892,1103,867,2314,11767,913,,,
非流动资产合计(万元),95264,91268,88362,87001,86328,86853,82131,79388,48095,36637,26979,
资产总计(万元),186732,182762,186481,170314,175796,172364,158471,152467,125181,92515,57094,
短期借款(万元),54800,54750,58750,66734,62875,59820,62250,62608,54649,48420,18439,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,34,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),7106,7104,6085,6570,9422,10645,7850,8787,7483,5800,6550,
应付账款(万元),15957,14906,17249,9822,15704,16395,12714,14738,12944,9914,7626,
预收账款(万元),456,360,586,542,1450,811,478,708,325,228,480,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),608,569,601,581,598,487,427,470,426,359,186,
应交税费(万元),388,537,1381,187,469,771,485,315,-2443,-1397,-760,
应付利息(万元),85,88,94,119,101,109,128,188,306,107,44,
应付股利(万元),,,,,,,,0,302,302,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),162,136,139,150,210,169,50,77,752,62,54,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),13937,6808,5796,5061,10057,6049,3500,6000,7000,,,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),93499,85258,90681,89768,100886,95255,87882,93892,81777,63793,32619,
长期借款(万元),,7000,7000,7000,,10000,16000,17500,6000,,2000,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),3507,5284,6264,63,95,152,,,,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),14170,14605,14053,13157,13969,12453,5693,4600,,,,
递延所得税负债(万元),3,3,4,5,5,7,8,17,11,12,6,
其他非流动负债(万元),,,,,,,,,4000,,,
非流动负债合计(万元),17680,26891,27321,20225,14069,22612,21701,22117,10011,12,2006,
负债合计(万元),111178,112150,118002,109993,114955,117867,109583,116009,91788,63806,34625,
实收资本(或股本)(万元),8763,8763,8763,8763,8763,8763,8763,7732,7732,7732,7500,
资本公积(万元),27241,27241,27241,27241,27226,27226,27226,16072,16072,16072,13754,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),2474,2474,2474,1961,1961,1370,1330,1234,1130,760,137,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),37004,32101,29963,22359,22821,17097,11555,11430,8471,4150,1082,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,-12,-4,-3,
归属于母公司股东权益合计(万元),75495,70552,68413,60243,60714,54497,48889,36457,33393,28710,22470,
少数股东权益(万元),59,60,66,79,127,,,,,,,
所有者权益(或股东权益)合计(万元),75554,70613,68479,60321,60841,54497,48889,36457,33393,28710,22470,
负债和所有者权益(或股东权益)总计(万元),186732,182762,186481,170314,175796,172364,158471,152467,125181,92515,57094,		
