报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
固定资产(万元),,58446,,58809,57725,57827,58879,59687,59902,61214,62420,62319,
在建工程(万元),,101,,925,1669,2204,1121,41,359,311,325,488,
工程物资(万元),,,,,,,,,0,,,,
固定资产清理(万元),,,,,,,,,0,,,,
生产性生物资产(万元),,,,,,,,,0,,,,
公益性生物资产(万元),,,,,,,,,,,,,
油气资产(万元),,,,,,,,,0,,,,
无形资产(万元),1617,1626,1637,1648,1667,1688,1710,1732,1761,1783,1829,1872,
开发支出(万元),,,,,,,,,0,,,,
商誉(万元),,,,,,,,,0,,,,
长期待摊费用(万元),30,32,33,35,12,7,6,6,8,9,,,
股权分置流通权(万元),,,,,,,,,,,,,
递延所得税资产(万元),731,775,679,642,418,514,401,573,232,224,219,243,
其他非流动资产(万元),416,105,103,138,124,41,155,229,8135,6459,5541,2372,
非流动资产合计(万元),62824,61085,61694,62198,61615,62281,62273,62269,70395,69999,70334,87295,
资产总计(万元),218513,212656,175730,172234,158709,156261,143519,131285,136621,122435,106779,123493,
短期借款(万元),,,,,,,,,,100,3675,17825,
向中央银行借款(万元),,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,
应付票据(万元),12171,12475,,8653,,10500,6430,1590,8191,8176,3764,1885,
应付账款(万元),21330,17914,,15286,,13826,10771,11002,10452,7697,10953,8721,
预收账款(万元),117,81,163,1298,168,420,269,284,1227,1077,550,54,
卖出回购金融资产款(万元),,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,
应付职工薪酬(万元),0,0,43,502,28,436,0,607,,114,202,90,
应交税费(万元),1226,2097,2660,1552,1801,1348,1482,1369,159,1062,351,474,
应付利息(万元),,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,
其他应付款(万元),,36,,33,40,53,14,53,17,247,294,1226,
预提费用(万元),,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,
流动负债合计(万元),34886,32603,25845,27324,20269,26582,18966,14905,20045,18474,19788,30274,
长期借款(万元),,,,,,,,,2900,19152,24400,32000,
应付债券(万元),,,,,,,,,,,,,
长期应付款(万元),,,,,167,,,,,,,,
专项应付款(万元),,93,,,,,136,,134,134,134,160,
预计非流动负债(万元),,,,,,,,,,,,,
长期递延收益(万元),7678,7737,7805,7862,7461,7605,7448,7591,8127,7637,,,
递延所得税负债(万元),,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,7916,7979,
非流动负债合计(万元),7764,7831,7898,8040,7628,7770,7584,7725,11161,26923,32450,40139,
负债合计(万元),42650,40433,33744,35364,27898,34352,26550,22630,31207,45397,52239,70413,
实收资本(或股本)(万元),49550,49550,44595,44595,44595,44595,44595,44595,44595,41000,33200,33200,
资本公积(万元),77280,77280,56235,56235,56235,56235,56235,55235,55651,31370,21000,21000,
减:库存股(万元),,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,
盈余公积(万元),3597,3597,3597,3597,2187,2126,1035,923,20,20,21,,
一般风险准备(万元),,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,
未分配利润(万元),45435,41795,37560,32442,27795,18953,15103,7902,5148,4649,175,-1120,
拟分配现金股利(万元),,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,
归属于母公司股东权益合计(万元),175863,172222,141987,136870,130812,121909,116968,108655,105414,77039,54396,53080,
少数股东权益(万元),,,,,,,,,,,144,,
所有者权益(或股东权益)合计(万元),175863,172222,141987,136870,130812,121909,116968,108655,105414,77039,54540,53080,
负债和所有者权益(或股东权益)总计(万元),218513,212656,175730,172234,158709,156261,143519,131285,136621,122435,106779,123493,		
