报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
减:库存股(万元),,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,
盈余公积(万元),3253,3253,3253,3253,2506,2506,2506,2506,1641,1641,1641,837,1844,1054,
一般风险准备(万元),,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,
未分配利润(万元),25785,23108,23008,22776,21833,19071,18717,18118,16727,12941,11394,4940,10826,9183,
拟分配现金股利(万元),,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),103561,100884,100784,100552,98862,96100,95746,95147,92892,44944,43398,36139,24964,18115,
少数股东权益(万元),,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),103561,100884,100784,100552,98862,96100,95746,95147,92892,44944,43398,36139,24964,18115,
负债和所有者权益(或股东权益)总计(万元),130317,126874,124049,127303,124879,123317,120440,122109,118625,67895,69606,61881,67320,56830,		
