报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),146703,143745,127118,154387,144633,131602,116436,78744,78579,47129,42369,
长期借款(万元),,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),310,310,,,,,,,,,,
递延所得税负债(万元),,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),310,310,0,0,0,0,0,0,0,0,0,
负债合计(万元),147013,144055,127118,154387,144633,131602,116436,78744,78579,47129,42369,
实收资本(或股本)(万元),33776,33776,33776,33776,25332,25332,25332,25332,25332,24912,10417,
资本公积(万元),74239,74239,74239,74239,21597,21597,21597,21597,21597,20337,13704,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),4265,4265,4265,4265,2822,2822,2822,1667,1667,627,1159,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),41741,38226,39574,39089,33116,29424,25936,14665,15315,5914,6688,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),154138,150507,151854,151369,82868,79175,75687,63261,63911,51790,31968,
少数股东权益(万元),219,-50,-46,-42,-39,-35,-28,-18,-9,-4,-2,
所有者权益(或股东权益)合计(万元),154357,150457,151808,151327,82829,79139,75659,63243,63901,51786,31966,
负债和所有者权益(或股东权益)总计(万元),301371,294512,278926,305714,227462,210741,192095,141987,142480,98915,74335,		
