报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
一年内到期的非流动负债(万元),,,,,,,,,,1560,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),9552,9317,7732,11066,13297,12220,9516,13497,9571,9707,
长期借款(万元),,,,,,,,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,1095,1185,1403,1887,2368,2539,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),660,796,895,932,913,335,571,529,,,
递延所得税负债(万元),,,45,51,50,30,,,,0,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),1432,1642,1862,1988,2058,1550,1974,2417,2368,2539,
负债合计(万元),10984,10959,9594,13054,15355,13771,11490,15914,11939,12246,
实收资本(或股本)(万元),10920,10920,8400,8400,8400,6300,6300,6300,6300,6300,
资本公积(万元),51257,51257,53777,53777,53777,7165,7165,7165,6484,5104,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),1538,1479,1422,1348,1322,1277,1170,966,774,591,
盈余公积(万元),5021,5021,4049,4049,4049,4049,4049,4049,4049,4049,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),40171,35825,37859,35278,32402,28213,25293,16623,15926,16929,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),109016,104599,105592,102947,100049,47085,44053,35206,33611,33050,
少数股东权益(万元),,,,,,,,,,,
所有者权益(或股东权益)合计(万元),109016,104599,105592,102947,100049,47085,44053,35206,33611,33050,
负债和所有者权益(或股东权益)总计(万元),120000,115558,115186,116001,115405,60856,55543,51119,45550,45297,		
