报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
公益性生物资产(万元),,,,,,,,,,,
油气资产(万元),,,,,,,,,,,
无形资产(万元),19767,20346,19652,19905,,19582,,21160,13258,11433,
开发支出(万元),,,,,,,,,,,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),85330,86547,93092,91231,,100164,,132189,55316,60656,
其他非流动资产(万元),116258,131771,164839,160841,,136421,,183666,69108,62284,
非流动资产合计(万元),,,,,,,,,,,
资产总计(万元),16397721,15464631,15209475,14661315,15029672,15009415,15649178,13596299,11458418,10643221,
短期借款(万元),654537,483555,467656,350584,,287502,,285742,,,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),205962,261605,513205,357636,,257150,,354395,480000,150000,
交易性金融负债(万元),1603,1330,24274,34579,,285710,,11975,,,
衍生金融负债(万元),2037,2960,5371,5178,,24867,,6889,1013,742,
应付票据(万元),,,,,,,,,,,
应付账款(万元),89695,71585,54905,37294,,22890,,25230,7542,11338,
预收账款(万元),,,,,,,,,,,
卖出回购金融资产款(万元),2647909,2386972,2239255,2549629,,2371193,,2495845,1269315,1573990,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),189736,180126,207179,188659,,177722,,146091,131694,167433,
应交税费(万元),51454,41247,37762,41515,,21342,,36767,14552,26387,
应付利息(万元),,,,,,,,107081,85146,61804,
应付股利(万元),,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,,,,,,,,,,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),4120744,4162253,3870115,3349447,,3451066,,2565081,2455466,3450127,
代理承销证券款(万元),52175,86,256,275,,223032,,136966,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),,,,,,,,,,,
长期借款(万元),26443,27417,31515,34250,,103178,,119815,,,
应付债券(万元),2882486,2977856,3145354,3221228,,3914713,,3721153,3540198,1829223,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),47,47,47,22,,22,,22,68,,
长期递延收益(万元),106,106,,,,,,,,,
递延所得税负债(万元),37911,31677,43658,32059,,32913,,39075,46939,32479,
其他非流动负债(万元),686944,567438,621348,564976,,345266,,232623,56303,59531,
非流动负债合计(万元),,,,,,,,,,,
负债合计(万元),12984933,12141539,11650987,11160658,11545928,11589930,12228697,10319909,8296165,7589556,
实收资本(或股本)(万元),696863,696863,627176,627176,,627176,,627176,627176,627176,
资本公积(万元),1308543,1308498,1085757,1085757,,1085516,,1085516,1062388,1062388,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),183903,183698,183799,183922,,154329,,164395,145881,119583,
一般风险准备(万元),485012,484807,482597,482368,,438426,,437875,403791,366975,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),665832,572971,519628,454670,,450056,,394535,307895,326295,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),3299304,3211210,3447719,3390958,3483744,3302063,3420481,3158674,3162253,3053665,
少数股东权益(万元),113484,111883,110769,109699,,117423,,117716,,,
所有者权益(或股东权益)合计(万元),3412788,3323092,3558488,3500657,,3419485,,3276390,3162253,3053665,
负债和所有者权益(或股东权益)总计(万元),16397721,15464631,15209475,14661315,15029672,15009415,15649178,13596299,11458418,10643221,		
