报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
应付账款(万元),11678,11093,,11683,,6794,8694,9900,10042,6689,4706,
预收账款(万元),600,227,151,77,282,297,598,218,1974,1264,1164,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),726,598,749,1092,829,743,682,1012,900,946,1250,
应交税费(万元),844,766,927,456,1333,1119,1143,2232,1816,768,1749,
应付利息(万元),188,108,29,90,45,143,60,12,1,4,49,
应付股利(万元),,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,73,,601,,186,116,191,216,929,2295,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),29249,27869,16081,18942,15839,54252,54493,51965,38649,26599,60694,
长期借款(万元),,,,,,,,,,,,
应付债券(万元),52605,52008,51415,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),406,421,427,352,364,377,391,148,142,139,66,
递延所得税负债(万元),1973,1581,1285,1014,638,9,12,8,18,20,0,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),54985,54010,53126,1366,1003,385,403,156,159,158,67,
负债合计(万元),84234,81879,69207,20308,16842,54637,54896,52121,38808,26758,60761,
实收资本(或股本)(万元),17840,17840,17840,17840,17840,17840,13380,13380,13380,12000,12000,
资本公积(万元),92579,92577,92577,92577,92577,92577,26699,26699,26699,20834,20834,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),6007,6007,6007,6007,4321,4321,4321,4321,2546,1408,884,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),60696,56386,55306,51680,49493,43842,39464,35286,19318,12672,7959,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),188032,183720,182640,168104,164230,158580,83865,79686,61944,46914,41677,
少数股东权益(万元),,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),188032,183720,182640,168104,164230,158580,83865,79686,61944,46914,41677,
负债和所有者权益(或股东权益)总计(万元),272266,265600,251847,188412,181072,213217,138761,131807,100752,73672,102438,		
