报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,
股权分置流通权(万元),,,,,,,,,,
递延所得税资产(万元),143450,139400,,95421,,66723,,86410,51218,
其他非流动资产(万元),91854,84195,,249757,,86958,,144284,84510,
非流动资产合计(万元),,,,,,,,,,
资产总计(万元),34866902,34063332,31521091,31108578,28381007,28970828,28815961,28411785,26041811,
短期借款(万元),,,,,,,,,,
向中央银行借款(万元),230249,153477,,310227,,96939,,378325,28438,
吸收存款及同业存放(万元),23199168,22700621,,20736228,,20438207,,19567110,17550152,
拆入资金(万元),1702675,1532211,,1691738,,492709,,1308997,841415,
交易性金融负债(万元),51436,17190,,20392,,19398,,23603,108,
衍生金融负债(万元),,,,,,,,,,
应付票据(万元),,,,,,,,,,
应付账款(万元),,,,,,,,,,
预收账款(万元),,,,,,,,,,
卖出回购金融资产款(万元),1676972,1971787,,1230845,,2023048,,1786411,1178169,
应付手续费及佣金(万元),,,,,,,,,,
应付职工薪酬(万元),59402,53554,,64138,,32930,,52542,53760,
应交税费(万元),58608,54536,,39432,,20841,,52118,29086,
应付利息(万元),,,,,,437654,,424487,303472,
应付股利(万元),,,,,,,,,,
其他应交款(万元),,,,,,,,,,
应付保证金(万元),,,,,,,,,,
内部应付款(万元),,,,,,,,,,
其他应付款(万元),,,,,,,,,,
预提费用(万元),,,,,,,,,,
预计流动负债(万元),,,,,,,,,,
应付分保账款(万元),,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,
国际票证结算(万元),,,,,,,,,,
国内票证结算(万元),,,,,,,,,,
递延收益(万元),,,,,,,,,,
应付短期债券(万元),,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),,,,,,,,,,
长期借款(万元),,,,,,,,,,
应付债券(万元),4790236,4812647,,3852061,,3106945,,2453076,3740029,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),45791,43179,,,,,,,,
长期递延收益(万元),1294,1323,,1380,,1438,,1495,1610,
递延所得税负债(万元),,,,,,,,,,
其他非流动负债(万元),200865,197657,,703503,,87064,,135684,225036,
非流动负债合计(万元),,,,,,,,,,
负债合计(万元),32016696,31538180,29152147,28649944,26111436,26757172,26642239,26183848,23951274,
实收资本(或股本)(万元),333333,300000,300000,300000,300000,300000,300000,300000,300000,
资本公积(万元),1082194,858497,857335,858497,857335,857664,857938,858497,858058,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),233777,233777,234912,233777,234912,215853,203047,205592,175542,
一般风险准备(万元),365512,365512,326946,342875,326946,326946,306946,318211,297361,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),708682,645914,649260,604393,541663,510616,505010,463044,332966,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),2737535,2415787,2368944,2356265,2269571,2213656,2173722,2132561,1995518,
少数股东权益(万元),112671,109364,,102370,,,,95376,95019,
所有者权益(或股东权益)合计(万元),2850205,2525152,,2458634,,2213656,,2227937,2090537,
负债和所有者权益(或股东权益)总计(万元),34866902,34063332,31521091,31108578,28381007,28970828,28815961,28411785,26041811,		
