报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
投资性房地产(万元),7418,7516,7622,7734,6893,5751,5959,5906,5979,6035,4362,2223,
固定资产原值(万元),,364518,,355139,,321855,,309848,,294603,,,
累计折旧(万元),,118099,,105996,,95186,,84841,,87704,,,
固定资产净值(万元),,246419,,249143,,226669,,225006,,206899,,,
固定资产减值准备(万元),,110,,110,,110,,110,,110,,,
固定资产(万元),,246309,,249033,232990,226559,221537,224896,201023,206789,200040,200341,
在建工程(万元),,80942,,,53040,54635,55813,46356,45861,33358,16618,20163,
工程物资(万元),,,,,,,,,,,9,111,
固定资产清理(万元),,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,
无形资产(万元),14023,14130,13467,13504,9575,10107,10195,10427,10634,10904,11686,12409,
开发支出(万元),,,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,,
长期待摊费用(万元),3636,3525,3591,2965,2509,2351,1632,1872,1482,1008,1087,409,
股权分置流通权(万元),,,,,,,,,,,,,
递延所得税资产(万元),2506,2502,2768,2413,2498,2860,2392,2490,2382,2506,2431,2354,
其他非流动资产(万元),7035,7173,7471,7720,8324,8483,8799,9124,10357,7062,10098,11783,
非流动资产合计(万元),392086,379893,364039,355013,336038,331466,328330,323392,300757,302359,271314,275136,
资产总计(万元),1183855,1153941,972933,845138,860010,905935,845435,806382,787425,805343,761643,763120,
短期借款(万元),340408,333229,331503,248779,241784,248446,251209,232639,235914,222830,151144,206393,
向中央银行借款(万元),,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,
交易性金融负债(万元),204,52,187,286,174,421,428,420,413,1059,765,319,
衍生金融负债(万元),,,,,,,,,,,,,
应付票据(万元),120646,133737,,76719,,104524,111723,112236,102916,174489,267237,232168,
应付账款(万元),59471,58836,,56382,,62316,70811,58398,63952,49154,52782,73376,
预收账款(万元),10400,7966,8122,7752,8939,8155,7863,6930,6552,5439,6339,6166,
卖出回购金融资产款(万元),,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,
应付职工薪酬(万元),3664,3091,2533,4409,3222,2841,1847,3540,2926,3637,2667,2607,
应交税费(万元),2189,1622,2968,6030,1929,1948,1772,2157,2184,3659,1948,3013,
应付利息(万元),897,514,667,574,621,642,544,669,477,4980,4613,2784,
应付股利(万元),,4300,,,,4300,,,,,226,239,
其他应交款(万元),,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,
其他应付款(万元),,1850,,1794,,1380,2193,1749,1717,11798,13087,24704,
预提费用(万元),,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,
一年内到期的非流动负债(万元),50300,45200,50756,19836,29636,45366,60060,92060,75459,26323,44778,20907,
其他流动负债(万元),,,,,,,,,,,,,
流动负债合计(万元),590258,590399,563037,422561,421172,480339,508450,510798,492509,503369,545585,572676,
长期借款(万元),74858,79534,42668,60904,74537,64058,49784,12065,38333,70803,29000,46179,
应付债券(万元),129610,103181,5000,,,,,,,,,,
长期应付款(万元),,,,,21386,29109,34749,37041,27682,7970,1144,2892,
专项应付款(万元),,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,
长期递延收益(万元),6250,6710,7029,7301,9856,7268,7717,7650,8265,8582,4940,4675,
递延所得税负债(万元),,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,
非流动负债合计(万元),210718,189424,60422,78690,105779,100435,92250,56756,74281,87355,35083,53745,
负债合计(万元),800976,779822,623458,501251,526951,580774,600700,567554,566790,590724,580668,626422,
实收资本(或股本)(万元),43000,43000,43000,43000,43000,43000,36500,36500,36500,36500,36500,32200,
资本公积(万元),177863,177877,155262,155262,155268,155262,81650,81650,81650,81650,81650,55635,
减:库存股(万元),,,,,,,,,,,,,
专项储备(万元),1867,1980,2075,2126,2121,2120,2110,2126,2189,2251,2423,2444,
盈余公积(万元),12028,12028,12028,12028,9948,9948,9948,9948,7577,7577,5406,4366,
一般风险准备(万元),,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,
未分配利润(万元),140556,132607,131660,125682,117999,110456,110321,104415,88977,83155,51937,39318,
拟分配现金股利(万元),,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,
归属于母公司股东权益合计(万元),375743,368105,343691,338175,328497,320768,240524,234636,216894,211134,177916,133963,
少数股东权益(万元),7137,6013,5784,5712,4563,4392,4211,4192,3742,3485,3059,2736,
所有者权益(或股东权益)合计(万元),382880,374118,349474,343887,333059,325160,244735,238828,220636,214619,180975,136698,
负债和所有者权益(或股东权益)总计(万元),1183855,1153941,972933,845138,860010,905935,845435,806382,787425,805343,761643,763120,		
