报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
一年内到期的非流动负债(万元),,,,,,,,,,
其他流动负债(万元),,,,,,,,,,
流动负债合计(万元),,,,,,,,,,
长期借款(万元),,,,,,,,,,
应付债券(万元),,,,,,,80000,,,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,
长期递延收益(万元),431,431,431,474,474,474,,,,
递延所得税负债(万元),12563,7109,4264,2322,1634,1034,2340,1880,,
其他非流动负债(万元),816478,672661,520787,506121,6568,4683,2985,3149,,
非流动负债合计(万元),,,,,,,,,,
负债合计(万元),2752329,2411751,1584644,997168,317858,413514,646396,498315,,
实收资本(或股本)(万元),363341,363341,326941,326941,326941,326941,326941,205765,,
资本公积(万元),553231,553231,467436,467436,467433,467340,467340,134148,,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),61970,61970,61878,57012,57012,53760,50292,41546,,
一般风险准备(万元),114594,114263,113585,57533,103262,96096,88729,70639,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),213572,190141,160961,160861,137504,170462,204398,161337,,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),1307069,1283324,1130610,1115838,1092505,1115497,1142755,613848,572746,
少数股东权益(万元),23996,23590,23189,23265,22348,11885,9839,9610,,
所有者权益(或股东权益)合计(万元),1331065,1306914,1153798,1139103,1114854,1127382,1152594,623458,,
负债和所有者权益(或股东权益)总计(万元),4083393,3718664,2738443,2136271,1432711,1540896,1798990,1121773,1009094,		
