报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
其他非流动资产(万元),3934,6483,4049,2737,9208,10675,3333,2362,2169,2942,477,810,98,
非流动资产合计(万元),88281,55581,51009,48001,38579,33197,18185,16814,15047,14375,9142,6051,3526,
资产总计(万元),208821,145671,131170,137371,130597,134041,95256,101072,87999,46433,32427,34206,10943,
短期借款(万元),35969,26542,15119,16547,24631,19522,,2940,15140,5943,,921,1465,
向中央银行借款(万元),,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,
应付票据(万元),4006,2883,,6843,,6674,11997,10764,5984,3378,1329,3197,2099,
应付账款(万元),17397,20386,,13892,,29749,8803,10294,18276,2961,1776,4055,1792,
预收账款(万元),16246,4877,2149,7645,2629,1659,3578,4921,7371,168,87,3447,43,
卖出回购金融资产款(万元),,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,
应付职工薪酬(万元),3038,2747,4345,5509,1783,1810,1610,4096,1467,720,3398,2160,465,
应交税费(万元),672,303,1635,455,1069,788,288,322,839,887,269,1561,536,
应付利息(万元),14,31,39,63,131,59,,,21,13,,,,
应付股利(万元),47,47,,,,,,,,,,2700,,
其他应交款(万元),,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,
其他应付款(万元),,6048,,7308,,2652,151,938,213,226,321,624,174,
预提费用(万元),,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,
一年内到期的非流动负债(万元),2193,1188,81,108,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,
流动负债合计(万元),104190,65053,48007,58371,56327,62913,26427,34275,49309,14294,7180,18664,6576,
长期借款(万元),7365,1933,3625,3642,3401,3401,3401,3401,1179,,,,,
应付债券(万元),,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,
预计非流动负债(万元),253,,,,,,,,,,,,,
长期递延收益(万元),11,18,24,31,37,44,72,45,49,,,,,
递延所得税负债(万元),384,93,152,158,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,
非流动负债合计(万元),8013,2044,3802,3830,3438,3444,3473,3446,1227,0,0,0,0,
负债合计(万元),112204,67096,51809,62201,59765,66358,29900,37720,50537,14294,7180,18664,6576,
实收资本(或股本)(万元),16980,16276,16276,16276,16276,16276,16000,16000,12000,12000,12000,1398,1300,
资本公积(万元),44699,32547,32172,31794,31205,30247,26278,26278,5622,5622,3545,489,,
减:库存股(万元),2186,2531,4005,4005,2403,2403,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),4868,4654,3991,3991,3675,3383,2863,2863,2774,1891,1329,1638,309,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),29431,26640,29964,26306,22079,20180,20215,18210,17067,12616,8373,12017,2759,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),93793,77587,78399,74362,70831,67683,65356,63351,37463,32139,25247,15542,4368,
少数股东权益(万元),2824,988,962,807,,,,,,,,,,
所有者权益(或股东权益)合计(万元),96617,78574,79361,75169,70831,67683,65356,63351,37463,32139,25247,15542,4368,
负债和所有者权益(或股东权益)总计(万元),208821,145671,131170,137371,130597,134041,95256,101072,87999,46433,32427,34206,10943,		
