报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
应付手续费及佣金(万元),,,,,,,,,,,0,,,,,,,,
应付职工薪酬(万元),409,415,363,1795,339,345,335,948,259,224,189,776,265,316,691,577,465,339,
应交税费(万元),591,381,520,516,225,238,615,556,1998,1845,949,1469,1182,939,1027,1044,821,337,
应付利息(万元),,,,,,,,,,,0,,,,,,,2,
应付股利(万元),,660,,,,504,,,,420,0,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,
其他应付款(万元),,1134,,1202,27,50,59,37,249,124,416,57,88,80,1053,2034,3590,2201,
预提费用(万元),,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,0,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,0,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,0,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,0,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,0,,,,,10,,,
其他流动负债(万元),3582,3223,3007,3090,2921,2807,2219,2527,,,0,,,,,,,,
流动负债合计(万元),25383,24680,24804,33141,23820,21974,17142,20430,17972,16998,10425,17112,14340,13427,19237,16064,14857,12274,
长期借款(万元),,,,,,,,,,,0,,,,,,,,
应付债券(万元),,,,,,,,,,,0,,,,,,,,
长期应付款(万元),,,,,666,666,,,,,0,,,,,,28,47,
专项应付款(万元),,,,,,,,,,,0,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,0,,,,,,,,
长期递延收益(万元),200,200,200,200,206,212,218,229,237,244,252,60,67,75,84,21,,,
递延所得税负债(万元),,,,,,,,,,,0,,,,,,,,
其他非流动负债(万元),,,,,285,0,,,,,0,,,,,,,,
非流动负债合计(万元),200,200,200,200,1157,877,218,229,237,244,252,60,67,75,84,21,28,47,
负债合计(万元),25583,24880,25004,33341,24977,22851,17359,20659,18209,17243,10677,17172,14407,13502,19321,16085,14885,12321,
实收资本(或股本)(万元),16531,11021,10999,10999,10999,8479,8400,8400,8400,8400,8400,6300,6300,6300,6300,6300,3352,3352,
资本公积(万元),16913,22366,22087,22087,22028,24488,23576,23576,23567,23567,23567,8336,8336,8336,8336,8336,373,373,
减:库存股(万元),877,877,951,951,951,951,,,,,0,,,,,,,,
专项储备(万元),,,,,,,,,,,0,,,,,,,,
盈余公积(万元),1819,1819,1819,1819,1286,1286,1286,1286,993,855,855,869,479,479,479,126,415,147,
一般风险准备(万元),,,,,,,,,,,0,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,
未分配利润(万元),18304,16493,15838,15425,13610,12068,11466,11109,9917,8607,7974,7771,6638,5455,4257,1089,3692,1320,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),52691,50822,49792,49379,46971,45370,44728,44371,42877,41429,40796,23277,21754,20571,19373,15851,7832,5191,
少数股东权益(万元),217,221,213,215,109,79,72,102,102,98,15,13,-3,2,11,17,29,,
所有者权益(或股东权益)合计(万元),52907,51043,50004,49594,47080,45449,44800,44472,42979,41527,40811,23290,21751,20573,19384,15868,7861,5191,
负债和所有者权益(或股东权益)总计(万元),78490,75923,75008,82936,72057,68300,62159,65132,61188,58770,51488,40462,36158,34075,38705,31953,22746,17512,		
