报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
一年内到期的非流动负债(万元),,,,,,,,,,,
其他流动负债(万元),1537,1583,1630,1657,1706,1716,1759,1429,948,427,
流动负债合计(万元),35330,40046,40545,34079,33748,33570,29329,36112,38809,35858,
长期借款(万元),,,,,,,,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,74,66,,,,
长期递延收益(万元),336,375,300,393,865,681,573,476,373,91,
递延所得税负债(万元),,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),336,375,300,393,865,755,639,476,373,91,
负债合计(万元),35666,40422,40845,34472,34613,34325,29968,36588,39182,35949,
实收资本(或股本)(万元),20000,15000,15000,15000,15000,15000,15000,15000,5348,5348,
资本公积(万元),80198,11668,11668,11668,11668,11668,11668,11668,163,613,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),5816,5816,5816,5816,4036,2401,1161,326,1877,940,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),76716,74064,69905,66071,48091,29696,15032,3506,9429,7179,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),182731,106549,102389,98555,78796,58765,42861,30501,16816,14080,
少数股东权益(万元),,,,,,,,,,,
所有者权益(或股东权益)合计(万元),182731,106549,102389,98555,78796,58765,42861,30501,16816,14080,
负债和所有者权益(或股东权益)总计(万元),218396,146970,143234,133027,113409,93090,72829,67089,55998,50029,		
