报告日期,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
累计折旧(万元),,32111,,,,,,,,,,2647,,,,1348,,,0,1068,833,531,341,
固定资产净值(万元),,55111,,,,,,,,,,26771,,,,14742,,,1732,1789,2103,2126,1905,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
固定资产(万元),,55111,,,45427,46468,38055,36896,24930,19419,26347,26771,14852,14989,14947,14742,1907,1668,1732,1789,2103,2126,1905,
在建工程(万元),,,,,3171,1936,8819,4624,2097,7045,1985,220,6781,1595,4435,3202,10357,8294,7881,7302,2731,226,251,
工程物资(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
固定资产清理(万元),,,,,,,,,3,,,,,,-2,,,,0,0,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
无形资产(万元),10642,10716,10824,10237,10340,10450,10746,10245,7900,7936,7950,7969,7820,3206,7343,7376,7416,7573,7591,7609,3329,3388,,
开发支出(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
商誉(万元),,,,,,,,,,,,,,,,,,,0,0,5,,,
长期待摊费用(万元),1991,2094,1883,457,114,100,74,47,,,,,,147,,,,22,0,0,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
递延所得税资产(万元),4278,4089,3564,2413,2037,1468,1038,1065,562,562,562,562,475,164,475,475,,,0,0,3,6,,
其他非流动资产(万元),2720,1637,940,3089,,,,,,,,,,,,,,,0,0,,,,
非流动资产合计(万元),97012,96138,93625,81292,72191,70610,66147,57256,38007,37172,39004,37683,31734,33799,27198,25794,19703,17557,17204,16700,8170,5757,2155,
资产总计(万元),290708,288858,274969,224430,196700,176693,163070,151998,108501,97850,92296,79960,75211,54637,56854,57198,52203,47131,42684,36136,25631,14937,7499,
短期借款(万元),32000,46000,31000,33000,37405,23382,16271,19240,23725,17425,24000,22005,6000,4400,5000,5000,3000,3000,3000,3000,,2000,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
应付票据(万元),542,745,,,,,,400,,,,,,,5254,,,,0,0,,,,
应付账款(万元),27172,25931,,,25079,23056,14152,15808,14953,19187,20003,17644,15085,3362,11,5111,3651,3034,1912,1851,861,383,442,
预收账款(万元),225,261,161,2031,480,308,700,156,388,80,119,98,26,11,,14,15,18,5,12,,445,,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
应付职工薪酬(万元),4527,2978,6124,4975,3311,3898,3663,3248,1965,-0,167,879,92,-0,-1,0,1,-0,-1,5,32,28,35,
应交税费(万元),3698,4435,4157,3696,2020,2483,1090,2748,924,1222,-313,-747,848,801,533,965,342,232,57,-66,-89,-49,130,
应付利息(万元),11,18,13,20,18,7,,13,280,98,49,228,140,80,220,200,140,80,20,0,,,,
应付股利(万元),,,,,,32908,3435,507,,,,,,,,,,,0,0,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
其他应付款(万元),,1966,,,1573,1815,945,2309,15034,11471,6782,3380,19034,11366,9106,11180,13342,10424,9505,7652,4396,1136,1744,
预提费用(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,5800,,8000,,,0,0,,,,
其他流动负债(万元),690,676,676,204,204,204,142,182,25,25,97,,25,25,7712,,,,0,0,,,,
流动负债合计(万元),70909,83009,72895,73432,70090,88061,40398,44611,57295,49507,50903,43487,41249,25846,27835,30470,20490,16788,14498,12454,5200,3944,2352,
长期借款(万元),,,,,,,10725,12887,,,,,,,,,8000,8000,8000,8000,8000,,,
应付债券(万元),,,,,,,,,3986,3977,3969,3960,3952,3944,3936,3929,3921,3914,3906,0,,,,
长期应付款(万元),,,,,,,,,2252,2252,2082,,1761,,2046,,,,0,0,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,1022,1022,1022,1022,744,,51,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
长期递延收益(万元),4284,4468,4819,3105,3221,3646,3033,3383,,,,,,,,,,,0,0,,,,
递延所得税负债(万元),115,114,80,61,68,76,76,39,,,,,,,,,,,0,0,,,,
其他非流动负债(万元),,,,,,,,,,,,2082,,421,,2046,,,0,0,,,,
非流动负债合计(万元),4399,4583,4899,3166,3289,3722,13834,16308,6237,6229,6050,6042,5714,4366,5983,5975,12943,12936,12928,9022,8744,0,51,
负债合计(万元),75307,87592,77794,76598,73379,91783,54231,60919,63532,55736,56953,49529,46963,30212,33817,36445,33433,29723,27426,21476,13944,3944,2403,
实收资本(或股本)(万元),36000,36000,36000,36000,36000,12855,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,5000,
资本公积(万元),62214,60711,57712,51644,48638,13345,5507,4349,,,,,,,,,,,0,0,,,,
减:库存股(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
盈余公积(万元),3113,3113,3117,1233,,6427,5000,5000,1954,1954,1954,1954,956,956,956,956,371,371,371,371,,,,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
未分配利润(万元),104077,93051,91912,55565,36647,50627,86966,68161,31193,28351,21776,17038,15861,13470,10627,8328,6933,5547,3895,3294,1131,917,96,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,0,0,,,,
外币报表折算差额(万元),,,,,31,44,39,25,,,,,,,,,,,0,0,,,,
归属于母公司股东权益合计(万元),205427,192901,188767,144470,121315,83298,107512,87536,43147,40305,33730,28991,26817,24425,21583,19283,17305,15919,14266,13665,11131,10917,5096,
少数股东权益(万元),9974,8365,8409,3362,2006,1612,1327,3543,1822,1809,1613,1440,1431,,1453,1469,1466,1489,992,995,557,77,,
所有者权益(或股东权益)合计(万元),215401,201266,197175,147832,123321,84910,108839,91079,44969,42114,35343,30431,28248,24425,23036,20753,18771,17407,15258,14660,11687,10994,5096,
负债和所有者权益(或股东权益)总计(万元),290708,288858,274969,224430,196700,176693,163070,151998,108501,97850,92296,79960,75211,54637,55400,57198,52203,47131,42684,36136,25631,14937,7499,		
