报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
其他流动负债(万元),,,,215,129,36,5,5,5,
流动负债合计(万元),162567,101791,86145,170170,109937,50133,126568,76739,52096,
长期借款(万元),25000,25000,25000,25000,25400,25400,25400,,,
应付债券(万元),,,,,,,,,,
长期应付款(万元),,,,,,,,,,
专项应付款(万元),,,,,,,,,,
预计非流动负债(万元),147,160,127,199,176,226,82,30,18,
长期递延收益(万元),3241,3269,3199,3103,1915,600,564,524,219,
递延所得税负债(万元),,,0,,,0,,,,
其他非流动负债(万元),,,,,,,,,,
非流动负债合计(万元),28389,28429,28326,28302,27491,26227,26046,554,237,
负债合计(万元),190955,130220,114471,198471,137428,76360,152614,77294,52333,
实收资本(或股本)(万元),40100,36000,36000,36000,36000,36000,30600,30000,5000,
资本公积(万元),55391,5014,5014,5014,5014,5014,10414,3134,9875,
减:库存股(万元),,,,,,,,,,
专项储备(万元),,,,,,,,,,
盈余公积(万元),7699,7699,7699,7699,4902,1975,1975,,,
一般风险准备(万元),,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,
未分配利润(万元),92031,89110,87393,62464,34876,31653,17601,-2774,-2012,
拟分配现金股利(万元),,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,
归属于母公司股东权益合计(万元),195221,137824,136107,111178,80792,74642,60590,30360,12863,
少数股东权益(万元),,,,,,,,,,
所有者权益(或股东权益)合计(万元),195221,137824,136107,111178,80792,74642,60590,30360,12863,
负债和所有者权益(或股东权益)总计(万元),386176,268044,250578,309649,218220,151002,213205,107654,65196,		
