报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
无形资产(万元),7521,7564,7607,7631,7663,7707,1981,1996,1959,1972,1990,2007,2070,2087,2507,2579,2654,
开发支出(万元),,,,,,,,,,,,,,,,,,
商誉(万元),10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
长期待摊费用(万元),,,,,,,,,,,,,,,,,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,
递延所得税资产(万元),210,183,390,394,173,163,212,317,159,162,194,259,230,184,206,165,202,
其他非流动资产(万元),808,519,445,495,427,308,125,276,15,344,268,207,77,391,455,221,55,
非流动资产合计(万元),29928,27874,27602,27730,27167,27173,16192,16454,15835,16336,16588,16929,17545,17730,18433,14533,12787,
资产总计(万元),85310,84127,89976,84412,71171,72167,72634,73939,57884,63548,43184,46056,43559,35111,43596,35527,28120,
短期借款(万元),14425,16000,12000,13000,6000,10000,11500,11438,2500,7000,6000,8500,10880,8490,13323,11848,3800,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,
交易性金融负债(万元),524,204,26,121,129,,,,,,,,,34,12,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,
应付票据(万元),2423,3021,,3423,,3135,3349,2605,2467,3339,3385,2243,2081,1573,,,,
应付账款(万元),7221,5795,,10166,,5379,6559,9436,5438,5061,6520,8504,8603,3968,9757,7688,5338,
预收账款(万元),729,695,1734,1042,808,745,874,1397,460,418,845,1132,1461,845,1432,931,628,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),1038,785,742,1264,1008,860,652,1275,989,774,651,1086,1101,632,960,897,680,
应交税费(万元),432,311,468,672,275,355,396,595,189,373,830,446,883,542,512,171,53,
应付利息(万元),11,11,13,12,7,11,35,13,3,3,4,8,14,12,63,19,11,
应付股利(万元),,,,,,,,,,,,,,1284,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,
其他应付款(万元),,1687,,2198,,2230,210,147,284,1380,236,312,218,246,747,284,312,
预提费用(万元),,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,
流动负债合计(万元),28297,28508,34994,31897,20230,22715,23576,26906,12330,18348,18471,22232,25242,17626,26806,21839,10822,
长期借款(万元),,,,,,,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,
长期递延收益(万元),39,41,43,46,48,50,52,55,57,59,62,64,74,77,87,27,46,
递延所得税负债(万元),,,,,,,,,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,
非流动负债合计(万元),39,41,43,46,48,50,52,55,57,59,62,64,74,77,87,27,46,
负债合计(万元),28336,28549,35037,31943,20278,22766,23628,26960,12387,18407,18533,22296,25316,17703,26893,21866,10868,
实收资本(或股本)(万元),14250,14250,10179,10183,10183,10183,10000,10000,10000,10000,7500,7500,7500,7500,5351,5351,6000,
资本公积(万元),18285,18164,22014,21796,21531,21262,19398,19398,19398,19398,2808,2808,2808,2808,2782,2782,8200,
减:库存股(万元),1318,1318,1921,1970,1970,1970,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,
盈余公积(万元),2565,2565,2565,2565,2064,2064,2064,2064,1644,1644,1644,1644,1188,909,909,701,511,
一般风险准备(万元),,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,
未分配利润(万元),23191,21916,22102,19894,19084,17861,17543,15516,14455,14098,12699,11808,6747,6190,7660,4827,2541,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),56974,55578,54939,52469,50893,49401,49006,46979,45497,45141,24652,23760,18243,17408,16703,13661,17252,
少数股东权益(万元),,,,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),56974,55578,54939,52469,50893,49401,49006,46979,45497,45141,24652,23760,18243,17408,16703,13661,17252,
负债和所有者权益(或股东权益)总计(万元),85310,84127,89976,84412,71171,72167,72634,73939,57884,63548,43184,46056,43559,35111,43596,35527,28120,		
