报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
商誉(万元),,,,,,,,,,,
长期待摊费用(万元),144,148,152,156,164,171,179,187,28,14,
股权分置流通权(万元),,,,,,,,,,,
递延所得税资产(万元),144,123,138,123,143,163,206,206,502,487,
其他非流动资产(万元),230,,,66,1372,1967,698,322,439,870,
非流动资产合计(万元),51049,43537,43445,44075,42758,42439,41162,45834,48913,51615,
资产总计(万元),161448,161521,158116,110613,110834,108737,112744,110652,96972,94038,
短期借款(万元),,,,4005,7500,12000,17900,19900,32500,22500,
向中央银行借款(万元),,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,
应付票据(万元),,,,,,,,,,,
应付账款(万元),11247,9216,10686,9282,10764,10901,,,,,
预收账款(万元),1126,1206,1144,1853,1368,1611,2316,4025,2013,2033,
卖出回购金融资产款(万元),,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,
应付职工薪酬(万元),1222,924,426,1855,1063,1960,1562,1920,1344,1128,
应交税费(万元),494,1170,267,410,1344,639,2008,1367,863,749,
应付利息(万元),,,,,,,,,,,
应付股利(万元),,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,
其他应付款(万元),,586,,652,,,2239,2746,4130,3949,
预提费用(万元),,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,
递延收益(万元),,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,10500,
其他流动负债(万元),,,,,,,,,,,
流动负债合计(万元),14658,13103,13275,18057,23882,28961,35816,42478,54474,51705,
长期借款(万元),,,,,,,,,,3850,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),9111,9490,9865,10038,10774,11511,12249,13071,6028,7548,
递延所得税负债(万元),,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),9111,9490,9865,10038,10774,11511,12249,13071,6028,11398,
负债合计(万元),23770,22592,23141,28095,34656,40472,48066,55549,60503,63103,
实收资本(或股本)(万元),16000,16000,16000,12000,12000,12000,12000,12000,12000,12000,
资本公积(万元),50720,50720,50720,5066,5066,5066,5066,5066,4902,4902,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,186,186,,,
盈余公积(万元),6000,6000,6000,6000,4739,4739,2804,2804,1744,1345,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),64958,66208,62255,59452,54374,46460,44622,35047,17823,12687,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),137678,138928,134976,82518,76178,68265,64678,55103,36470,30935,
少数股东权益(万元),,,,,,,,,,,
所有者权益(或股东权益)合计(万元),137678,138928,134976,82518,76178,68265,64678,55103,36470,30935,
负债和所有者权益(或股东权益)总计(万元),161448,161521,158116,110613,110834,108737,112744,110652,96972,94038,		
