报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
其他流动负债(万元),72,196,6,301,825,227,333,251,223,335,304,1751,,
流动负债合计(万元),560183,486988,347907,376206,505506,470341,421371,461942,455570,361115,420135,299218,241043,
长期借款(万元),81500,1500,1500,1500,36500,46500,49500,30000,,,,,8679,
应付债券(万元),188349,,,,,,,,,,,,,
长期应付款(万元),,,,,,,23728,23481,23208,,,,,
专项应付款(万元),,,,,,,,,,,,,,
预计非流动负债(万元),,,1441,,,,,,,,,,,
长期递延收益(万元),54805,40428,40971,41884,36656,36688,38840,37756,23389,22589,21072,19679,13132,
递延所得税负债(万元),16148,15808,11966,11175,10191,7686,10149,10328,13347,6845,6329,3510,1025,
其他非流动负债(万元),31207,11066,9614,19432,24166,19388,20721,20737,22934,5251,5293,3224,2077,
非流动负债合计(万元),445639,142938,139704,73991,107512,110262,142937,122301,82879,34685,32693,26413,24914,
负债合计(万元),1005822,629926,487610,450197,613018,580603,564308,584244,538449,395800,452828,325631,265957,
实收资本(或股本)(万元),163770,117003,117006,116474,104199,104199,93779,93779,93779,93779,93779,15503,15503,
资本公积(万元),991849,1163446,1228956,1197742,507183,514439,303806,302909,302164,350297,349220,153903,80264,
减:库存股(万元),27100,28188,28599,28599,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,
盈余公积(万元),8771,8771,8771,8771,2130,2130,2130,2130,,,,7778,7778,
一般风险准备(万元),,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,
未分配利润(万元),574594,503756,505315,468785,442211,372590,250662,221592,207316,134699,101040,156393,153341,
拟分配现金股利(万元),,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),1721916,1775611,1838606,1768802,1056999,999528,665671,634238,618343,594410,556917,336767,260284,
少数股东权益(万元),9302,37305,50228,47721,45083,41263,41084,39563,35453,51791,49323,306246,229984,
所有者权益(或股东权益)合计(万元),1731219,1812917,1888834,1816523,1102082,1040791,706754,673801,653796,646201,606241,643012,490268,
负债和所有者权益(或股东权益)总计(万元),2737041,2442842,2376445,2266720,1715100,1621394,1271063,1258045,1192245,1042001,1059068,968643,756225,		
