报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
流动资产合计(万元),75940,53737,49697,47262,38849,44130,40703,38079,31312,31915,32582,34003,32299,44648,25277,25749,21135,19899,21814,21565,19944,17383,15435,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),7708,7443,7329,7191,10113,6998,6829,6613,5272,4436,4292,4070,4590,4483,4149,3901,3851,4025,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,46132,,46061,,44495,,43530,,41914,,41353,,41831,41530,39666,,,,20816,,,,
累计折旧(万元),,19680,,18607,,18138,,17103,,16857,,15868,,16365,15584,13787,,,,8457,,,,
固定资产净值(万元),,26452,,27454,,26357,,26427,,25057,,25485,,25466,25945,25880,,,,12359,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,26452,,27454,26019,26357,26100,26427,26538,25057,25499,25485,25292,25466,25945,25880,25210,24622,13761,12359,12487,13126,13073,
在建工程(万元),,2172,,1681,3051,2946,2234,2292,1626,2742,2243,2673,2206,542,231,1226,2016,1857,4477,1731,1394,298,219,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),2872,2872,2916,2959,2643,2667,2700,2719,2743,2769,2795,2756,2779,2802,2767,2843,2920,3009,3102,2792,2838,1590,1215,
开发支出(万元),614,614,614,614,,,,,,,,,,,,,,,,,,,,
商誉(万元),18015,10828,10828,10828,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
长期待摊费用(万元),586,527,555,563,335,297,153,165,162,65,73,63,49,56,27,33,17,23,,42,60,97,,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),511,335,318,300,210,214,212,201,222,224,200,194,248,246,236,199,251,154,152,156,152,145,88,
其他非流动资产(万元),,,,,,,,,,,,,,,13,40,67,94,121,134,148,175,201,
非流动资产合计(万元),60682,51242,51539,51590,42391,39497,38246,38435,36580,35311,35121,35258,35182,33613,33388,34141,34350,33802,21631,17233,17097,15449,14815,
资产总计(万元),136622,104980,101236,98852,81240,83627,78949,76514,67891,67226,67703,69262,67481,78261,58665,59890,55485,53702,43446,38798,37041,32832,30250,
短期借款(万元),17909,14446,10032,11026,10431,12261,9578,12199,7189,6599,5028,6618,8048,11663,10056,13034,13131,14165,16724,16162,16584,15726,6969,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
应付票据(万元),17180,6856,,7773,,8731,3622,681,810,917,1391,1271,698,732,947,800,,1501,629,422,,113,250,
应付账款(万元),14358,8854,,9108,,6292,10537,9000,6855,7067,7506,8291,6815,6817,6700,7337,7609,8039,4753,5227,5391,5138,4168,
预收账款(万元),539,737,412,313,188,282,243,301,215,152,215,151,101,170,194,480,131,143,113,290,152,131,109,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),1112,1016,895,1053,766,583,497,676,390,351,224,99,134,84,60,105,111,551,809,585,799,511,273,
应交税费(万元),1021,1986,831,680,360,384,191,130,288,332,411,305,231,315,568,362,-53,137,435,428,346,339,263,
应付利息(万元),53,73,177,95,,52,16,12,14,4,2,22,34,44,26,92,104,110,86,,,,,
应付股利(万元),3458,2314,1281,1281,,,,,244,341,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,9479,,10774,476,662,538,455,729,557,707,893,619,1390,367,181,161,236,426,310,317,629,1811,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,208,205,395,,440,,,,,,,
其他流动负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),66293,45762,42848,42104,26560,29247,25220,23453,16734,16319,15484,17650,16888,21422,19313,22391,21634,24882,23973,23424,23589,22586,13843,
长期借款(万元),6566,,,,,,,,,,,,,6462,7462,9292,9462,8032,2537,,,,5071,
应付债券(万元),,,,,,,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,,,,,,
长期递延收益(万元),10,10,12,12,,,,,,,,,,,,,,,,,,,,
递延所得税负债(万元),1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,,,,,,,68,
其他非流动负债(万元),,,,,,,,,,,,,,,,,,,,120,,,,
非流动负债合计(万元),6577,11,12,12,1,1,1,1,2,2,2,2,2,6464,7464,9295,9462,8032,2537,120,0,0,5139,
负债合计(万元),72870,45773,42860,42116,26561,29249,25222,23454,16736,16321,15486,17652,16891,27886,26777,31686,31096,32914,26510,23544,23589,22586,18982,
实收资本(或股本)(万元),15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,10000,10000,10000,10000,7500,7500,7500,7500,7500,7500,7500,7500,7500,
资本公积(万元),14836,14836,14836,14836,14836,14836,14836,14836,14834,14834,14834,14834,14834,14672,292,92,92,92,40,40,40,40,,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,,,,
盈余公积(万元),3325,3325,3325,3325,3094,3094,3094,3094,2873,2873,2873,2873,2580,2580,2580,2251,1902,1519,1149,837,837,571,366,
一般风险准备(万元),,,,,,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),25051,23170,22565,21208,20553,20291,19648,18943,18448,18198,24510,23903,23176,23123,21517,18361,14896,11678,8246,6877,5074,2135,3402,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),58212,56331,55726,54370,53483,53221,52578,51873,51155,50905,52218,51610,50590,50374,31888,28204,24389,20788,16936,15255,13452,10246,11268,
少数股东权益(万元),5540,2876,2650,2366,1196,1158,1150,1188,,,,,,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),63752,59207,58376,56735,54679,54379,53728,53060,51155,50905,52218,51610,50590,50374,31888,28204,24389,20788,16936,15255,13452,10246,11268,
负债和所有者权益(或股东权益)总计(万元),136622,104980,101236,98852,81240,83627,78949,76514,67891,67226,67703,69262,67481,78261,58665,59890,55485,53702,43446,38798,37041,32832,30250,		
