报告日期,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
资本公积(万元),13771,13771,13771,13771,13771,13771,13771,13771,13771,13771,6844,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),5991,5991,5987,4543,4543,3137,2007,1362,1213,535,740,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),58581,55149,46878,41598,34235,25125,14596,12894,11613,5214,7041,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),89645,86214,77938,71214,63851,53335,41676,39329,37899,30822,21342,
少数股东权益(万元),,,,,,,,,,,,
所有者权益(或股东权益)合计(万元),89645,86214,77938,71214,63851,53335,41676,39329,37899,30822,21342,
负债和所有者权益(或股东权益)总计(万元),154725,145541,139420,122305,121941,100475,78724,61290,60993,49524,34881,		
