报告日期,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
资产总计(万元),343509,239475,217912,173264,133415,109772,98953,67995,57818,55041,34689,26031,
短期借款(万元),30000,30000,20000,20000,11500,11500,9500,5489,6045,6051,1630,1000,
向中央银行借款(万元),,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,
应付票据(万元),,,,300,,300,200,,,,,,
应付账款(万元),33639,38157,35673,25733,27196,23225,20037,13230,13753,10115,6442,6583,
预收账款(万元),791,665,4203,5222,3681,1804,3244,1230,1008,985,1980,1744,
卖出回购金融资产款(万元),,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,
应付职工薪酬(万元),980,1025,3219,3048,2421,352,1641,1207,423,1265,930,569,
应交税费(万元),4239,2934,2971,3323,4845,3303,3474,3259,1468,2691,2215,1094,
应付利息(万元),,,,,,,,,,,,,
应付股利(万元),,,,,,4324,,,62,,487,,
其他应交款(万元),,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,
其他应付款(万元),,1638,1474,1888,,1576,2084,1189,1028,2676,2310,2454,
预提费用(万元),,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,6,10,9,10,,
其他流动负债(万元),,,,,,,,,,,,,
流动负债合计(万元),73090,75952,69437,59514,51819,46385,40180,25610,23798,23793,16004,13443,
长期借款(万元),,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,
长期应付款(万元),,,,78,,77,70,,2,6,17,,
专项应付款(万元),,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,
长期递延收益(万元),,,,,,,,,,,,,
递延所得税负债(万元),209,171,98,,,,,,,,,,
其他非流动负债(万元),,,,,,,,,,,,,
非流动负债合计(万元),209,171,98,78,77,77,70,0,2,6,17,0,
负债合计(万元),73299,76123,69534,59592,51897,46462,40251,25610,23799,23799,16021,13443,
实收资本(或股本)(万元),24000,18000,18000,18000,18000,18000,6000,6000,6000,6000,6000,1470,
资本公积(万元),87907,52,45,45,45,45,8445,8445,8445,8434,8434,2269,
减:库存股(万元),,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,
盈余公积(万元),9000,9000,9000,9000,6365,3000,3000,2348,1045,1045,114,636,
一般风险准备(万元),,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,
未分配利润(万元),146906,133941,119892,85488,55835,41290,40406,24739,17793,14993,3569,7715,
拟分配现金股利(万元),,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,13,,-0,,
归属于母公司股东权益合计(万元),268816,161684,147015,112590,80272,62375,57980,41588,33296,30488,18117,12091,
少数股东权益(万元),1395,1668,1363,1082,1246,935,723,796,723,754,550,497,
所有者权益(或股东权益)合计(万元),270210,163352,148378,113672,81519,63310,58703,42384,34019,31242,18668,12588,
负债和所有者权益(或股东权益)总计(万元),343509,239475,217912,173264,133415,109772,98953,67995,57818,55041,34689,26031,		
