报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
固定资产(万元),,41740,,42819,,17205,17067,17551,17355,15535,16549,
在建工程(万元),,609,,,,,,7816,617,130,78,
工程物资(万元),,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),12137,12238,12082,12285,12217,12336,12842,15990,13072,7455,2614,
开发支出(万元),,,,,,,,,,,,
商誉(万元),,,,,,,,,,,,
长期待摊费用(万元),741,814,756,785,760,762,911,1059,532,438,398,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),1239,1478,1371,1390,1318,1375,1139,1050,881,222,172,
其他非流动资产(万元),473,473,1044,1044,525,402,218,219,446,14409,900,
非流动资产合计(万元),64926,65460,70405,68172,66578,64571,59858,53713,46650,55448,28238,
资产总计(万元),233579,225463,224575,185494,184257,180335,163665,169363,156339,118491,91299,
短期借款(万元),,,,,,,,,,,,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),15177,12697,15259,18107,23724,22680,17243,,14612,10085,8258,
应付账款(万元),19861,20049,15637,19189,21865,24193,22737,,19645,15800,11270,
预收账款(万元),,,9987,8969,5390,7656,6512,5185,6082,5379,5727,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),2474,1836,1211,3320,2096,1362,2713,1745,2783,1816,549,
应交税费(万元),2884,2782,318,2962,2382,3841,2932,4730,3979,2585,1681,
应付利息(万元),,,,,,,,,,,,
应付股利(万元),,,,,,,,,19475,,669,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,6336,,7001,,6383,6041,25366,4984,3226,3491,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),55380,54513,48704,59548,61429,66115,58178,74124,71559,38892,31645,
长期借款(万元),,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),2365,2397,2459,2459,2501,2501,2501,2501,2501,,,
递延所得税负债(万元),223,253,363,363,502,216,168,473,1054,1443,,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),2588,2650,2822,2822,3002,2717,2669,2974,3555,1443,0,
负债合计(万元),57968,57163,51526,62370,64432,68832,60847,77098,75114,40335,31645,
实收资本(或股本)(万元),40001,40001,40001,36000,36000,36000,36000,36000,36000,16809,16141,
资本公积(万元),71707,71707,71707,21666,21666,21666,21666,21666,21666,9594,3639,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,
盈余公积(万元),7305,7305,7305,7305,4591,4591,4591,1501,1501,8447,7938,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),51267,43877,48709,51800,50731,43968,35670,26235,12510,33573,31936,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),171543,164323,168907,118826,115831,107451,98878,88084,77649,76599,59654,
少数股东权益(万元),4068,3977,4141,4299,3994,4052,3940,4181,3577,1557,,
所有者权益(或股东权益)合计(万元),175610,168300,173048,123125,119825,111503,102818,92265,81225,78156,59654,
负债和所有者权益(或股东权益)总计(万元),233579,225463,224575,185494,184257,180335,163665,169363,156339,118491,91299,		
