报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
向中央银行借款(万元),,0,,,,,,,,,,
吸收存款及同业存放(万元),,0,,,,,,,,,,
拆入资金(万元),,0,,,,,,,,,,
交易性金融负债(万元),,0,,,,,,,,,,
衍生金融负债(万元),,0,,,,,,,,,,
应付票据(万元),,0,,,,,,,,,,
应付账款(万元),26726,23018,,27336,21595,19754,14152,16401,11623,7647,6712,
预收账款(万元),19704,17327,20203,18439,20525,22961,29812,27671,27940,24728,20913,
卖出回购金融资产款(万元),,0,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),853,1338,901,1684,1612,1236,1092,977,936,805,480,
应交税费(万元),3163,5261,4516,6243,4608,7913,6087,6743,1843,522,2451,
应付利息(万元),,,,,,,,,,,,
应付股利(万元),,,,,,,,,,10000,10000,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,18348,,17236,13644,12803,12284,7957,6273,3280,4338,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,0,,,,,,,,,,
代理承销证券款(万元),,0,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,0,,,,,,,,,,
其他流动负债(万元),,0,,,,,,,,,,
流动负债合计(万元),69084,65291,62987,70939,61984,66727,64988,59749,48614,46982,44894,
长期借款(万元),,,,,,,,,,,,
应付债券(万元),,0,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),2858,2725,2644,2564,2351,1308,,,,,,
递延所得税负债(万元),,0,,,,,,,,,,
其他非流动负债(万元),,0,,,,,,,,,,
非流动负债合计(万元),2858,2725,2644,2564,2351,1308,0,0,0,0,0,
负债合计(万元),71942,68016,65630,73502,64335,68035,64988,59749,48614,46982,44894,
实收资本(或股本)(万元),40100,36000,36000,36000,36000,36000,36000,18000,18000,8000,3000,
资本公积(万元),75424,1567,1567,1567,1567,1567,1567,1567,1567,1567,173,
减:库存股(万元),,0,,,,,,,,,,
专项储备(万元),,0,,,,,,,,,,
盈余公积(万元),16811,16811,16811,16811,13145,11043,9280,5533,3428,2748,1799,
一般风险准备(万元),,0,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),119061,108786,95173,83152,44720,34200,24744,35347,22315,11134,9789,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),251397,163154,149542,137523,95426,82809,71592,60448,45311,23449,14762,
少数股东权益(万元),,499,639,663,,,,,,38,40,
所有者权益(或股东权益)合计(万元),251397,163654,150181,138186,95426,82809,71592,60448,45311,23487,14802,
负债和所有者权益(或股东权益)总计(万元),323339,231670,215811,211689,159760,150844,136580,120197,93925,70469,59696,		
