报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
公益性生物资产(万元),,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,
无形资产(万元),9521,7719,7774,7805,7844,7985,6549,6601,6723,6305,7505,
开发支出(万元),,,,,,,,,,,,
商誉(万元),7,7,7,7,7,7,7,7,,,,
长期待摊费用(万元),2966,2898,2644,2127,1454,1673,1937,2443,2698,3443,3343,
股权分置流通权(万元),,,,,,,,,,,,
递延所得税资产(万元),6069,6241,5944,6336,6319,5983,5436,4875,3755,3174,2593,
其他非流动资产(万元),2231,1132,1039,2299,3260,1845,541,691,1876,450,1253,
非流动资产合计(万元),116366,113552,112638,112853,104267,79696,80109,79216,109508,108638,116311,
资产总计(万元),536314,518252,543234,352868,305604,272040,207967,203851,291372,305408,270142,
短期借款(万元),,,35000,40000,44000,47000,60466,66058,83005,110922,98499,
向中央银行借款(万元),,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,
交易性金融负债(万元),,,,,,34,,72,232,94,,
衍生金融负债(万元),,,,,,,,,,,,
应付票据(万元),,,,140,,2281,1000,3100,12000,13865,14946,
应付账款(万元),13010,12566,,13940,,5974,8089,8352,6784,9117,11367,
预收账款(万元),2048,2759,3604,5121,3457,3908,2343,1888,1403,1399,1983,
卖出回购金融资产款(万元),,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,
应付职工薪酬(万元),2454,2064,1560,3687,2066,2578,2118,1447,1448,1387,1383,
应交税费(万元),7653,7569,14190,25005,26912,19435,21983,19415,9372,9670,11783,
应付利息(万元),,,46,65,,56,96,95,132,219,197,
应付股利(万元),,,,,,,5613,12083,,,,
其他应交款(万元),,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,
其他应付款(万元),,16468,,13087,15707,13086,2866,2441,38119,25550,5787,
预提费用(万元),,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,17250,10000,2000,19000,5000,
其他流动负债(万元),,,,,,,,,,,,
流动负债合计(万元),41183,41425,87687,101045,104342,94353,121825,124950,154494,191223,150945,
长期借款(万元),,,,,,,,7250,17250,8000,21000,
应付债券(万元),,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,
长期递延收益(万元),2101,2185,2269,2353,2501,2637,1732,1807,1887,960,435,
递延所得税负债(万元),253,472,329,,,,,,211,12,,
其他非流动负债(万元),,,,,,,,,,,,
非流动负债合计(万元),2354,2657,2597,2353,2501,2637,1732,9057,19347,8972,21435,
负债合计(万元),43537,44082,90284,103398,106844,96990,123557,134007,173841,200195,172379,
实收资本(或股本)(万元),43606,43606,43606,37632,37632,37632,17920,17920,17920,17920,17920,
资本公积(万元),177665,177665,177727,2411,,2411,2411,,2968,2968,2968,
减:库存股(万元),,,,,,,,,,,,
专项储备(万元),3830,3560,3269,3374,2924,2264,2351,2246,1475,768,488,
盈余公积(万元),19137,19137,19095,19095,9474,9474,5253,5253,9420,9420,9420,
一般风险准备(万元),,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,
未分配利润(万元),248206,229845,208607,186309,148192,122791,56234,44269,79806,68447,61266,
拟分配现金股利(万元),,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,
归属于母公司股东权益合计(万元),492408,473804,452294,248810,198218,174571,84169,69688,111589,99524,92061,
少数股东权益(万元),369,365,656,660,543,479,241,156,5942,5689,5702,
所有者权益(或股东权益)合计(万元),492777,474169,452950,249471,198761,175050,84410,69844,117531,105212,97763,
负债和所有者权益(或股东权益)总计(万元),536314,518252,543234,352868,305604,272040,207967,203851,291372,305408,270142,		
