报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2016-12-31,2015-12-31,
长期应付款(万元),,,,,,,,,,,
专项应付款(万元),,,,536,,,,,,,
预计非流动负债(万元),43,71,52,100,128,96,108,89,54,58,
长期递延收益(万元),183,199,214,229,260,290,306,351,413,544,
递延所得税负债(万元),333,176,166,440,291,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),560,445,1433,1503,1870,937,963,441,466,602,
负债合计(万元),47245,47547,48835,52937,41114,34131,31440,44186,33254,33855,
实收资本(或股本)(万元),13200,13200,9900,9900,9900,9900,9900,9900,2000,2000,
资本公积(万元),128159,128159,53238,51974,51318,51318,51318,51318,,,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),3743,3743,3743,3743,2007,2007,332,332,1000,1000,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),43751,41464,38480,35107,29724,19631,19519,4641,84356,76907,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),190742,187564,106301,103219,94598,82856,81069,66191,87356,79907,
少数股东权益(万元),,,,,,,,,1818,5185,
所有者权益(或股东权益)合计(万元),190742,187564,106301,103219,94598,82856,81069,66191,89175,85091,
负债和所有者权益(或股东权益)总计(万元),237988,235111,155136,156156,135712,116988,112509,110378,122429,118946,		
