报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),7015,7015,7037,7037,3841,3841,3841,1068,2182,2182,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),78928,62223,60291,54826,47162,36316,24100,3787,-9161,-16546,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),299455,283390,282255,232893,222705,211461,199767,176342,16843,25825,
少数股东权益(万元),7634,8236,1067,1299,1294,1235,1262,,,,
所有者权益(或股东权益)合计(万元),307088,291626,283322,234192,223999,212696,201029,176342,16843,25825,
负债和所有者权益(或股东权益)总计(万元),557418,534733,514360,462548,447728,426548,391917,280456,117455,93146,		
