报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
流动负债合计(万元),19251,19345,18980,13556,18042,13973,17008,64766,83021,53812,
长期借款(万元),,,,,,,,,,,
应付债券(万元),,,,,,,,,,,
长期应付款(万元),,,,,,,367,1076,3361,2433,
专项应付款(万元),,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,
长期递延收益(万元),,,,,,,,,,,
递延所得税负债(万元),362,276,180,147,19,,,,,,
其他非流动负债(万元),,,,,,,,,,,
非流动负债合计(万元),362,276,180,147,19,0,367,1076,3361,2433,
负债合计(万元),19614,19620,19161,13703,18061,13973,17376,65843,86382,56245,
实收资本(或股本)(万元),40500,40500,40500,36000,36000,36000,36000,17600,17600,17600,
资本公积(万元),53690,53690,53690,19159,19159,19159,19159,,,,
减:库存股(万元),,,,,,,,,,,
专项储备(万元),,,,,,,,,,,
盈余公积(万元),3375,3074,2060,1979,1174,973,87,8747,6257,5280,
一般风险准备(万元),,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,
未分配利润(万元),28008,39158,38331,34363,24118,23855,15563,22770,24862,38586,
拟分配现金股利(万元),,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,
归属于母公司股东权益合计(万元),125573,136422,134581,91502,80451,79988,70809,49117,48719,61466,
少数股东权益(万元),,,,,,,,,,,
所有者权益(或股东权益)合计(万元),125573,136422,134581,91502,80451,79988,70809,49117,48719,61466,
负债和所有者权益(或股东权益)总计(万元),145187,156043,153741,105204,98512,93961,88185,114960,135101,117712,		
